cell_id,group
hlofdlha-1,normal
hlojhekk-1,normal
hlonlemk-1,normal
hlpdaepa-1,normal
hlpjpiii-1,normal
hlpnjfmn-1,normal
hlpoiacf-1,normal
hmaeeejf-1,tumor
hmaeilik-1,normal
hmahilpj-1,normal
hmahpecn-1,normal
hmaicdem-1,normal
hmaihmpo-1,normal
hmakdlcg-1,tumor
hmakiboj-1,tumor
hmanlakn-1,normal
hmappkjb-1,normal
hmbidama-1,normal
hmbimfld-1,normal
hmblihaf-1,normal
hmccepgc-1,normal
hmccffle-1,normal
hmckbfpp-1,normal
hmcnaiki-1,normal
hmdbhbda-1,normal
hmdmeoik-1,normal
hmdnacbp-1,normal
hmdneknf-1,tumor
hmdohkhb-1,tumor
hmeajcgi-1,tumor
hmefmjlb-1,tumor
hmegfocf-1,tumor
hmeibghl-1,normal
hmfbbldh-1,normal
hmfbpmbp-1,normal
hmfppana-1,normal
hmgaelel-1,normal
hmgcmbog-1,normal
hmgdkbld-1,normal
hmgiedbo-1,normal
hmgnggob-1,normal
hmhaljjk-1,normal
hmhchplh-1,normal
hmheifdo-1,normal
hmhfegei-1,tumor
hmhgafgf-1,tumor
hmhhenan-1,tumor
hmhnjdhk-1,normal
hmhomjkd-1,tumor
hmiajodj-1,tumor
hmiipbhb-1,tumor
hmijbcpa-1,tumor
hmikmdnh-1,tumor
hminmkbe-1,tumor
hmjainhn-1,tumor
hmjcddhh-1,normal
hmjcdfcf-1,normal
hmjepldf-1,normal
hmjlelnp-1,normal
hmjpfalm-1,normal
hmjplbnb-1,normal
hmkncicf-1,normal
hmlchfbf-1,normal
hmleodnm-1,normal
hmlgiefn-1,normal
hmlpoaac-1,tumor
hmmajaeh-1,normal
hmmbeegf-1,normal
hmmbgjfo-1,normal
hmmgkdni-1,normal
hmmmoike-1,normal
hmneecan-1,normal
hmneippm-1,normal
hmnghcgn-1,normal
hmngpghp-1,normal
hmnjchmn-1,normal
hmoiikme-1,normal
hmoiolmj-1,tumor
hmpbonoj-1,normal
hmpdhjlp-1,tumor
hmpeeigj-1,tumor
hmpgmnij-1,normal
hmphgeib-1,tumor
hnaalmii-1,tumor
hnabhodf-1,normal
hnacffcf-1,tumor
hnadkbnn-1,normal
hnagmilj-1,normal
hnajannh-1,tumor
hnakiinl-1,normal
hnamceja-1,tumor
hnapokba-1,tumor
hnbalgpi-1,tumor
hnbeeijb-1,tumor
hnbhjfdc-1,tumor
hnbhlhai-1,tumor
hnbjkacg-1,tumor
hnbodnhg-1,normal
hnbpnpcg-1,normal
hnbppngb-1,tumor
hncdnmia-1,tumor
hncgkpjf-1,tumor
hnchmpmo-1,tumor
hncibiod-1,tumor
hnckaijl-1,tumor
hndjcbcn-1,tumor
hnebohlo-1,tumor
hnebpbif-1,tumor
hnedgapn-1,tumor
hnegfdng-1,tumor
hneigpji-1,tumor
hneiocjb-1,normal
hnepjhib-1,normal
hnfejjhe-1,normal
hnfhkoog-1,tumor
hnfjmdkg-1,normal
hnflpdam-1,tumor
hngbakbo-1,tumor
hngcoeck-1,tumor
hnggklbb-1,tumor
hngjjcfa-1,tumor
hngnpdig-1,tumor
hngpcdpe-1,normal
hnhcbodl-1,normal
hnhkcbna-1,normal
hnhphbim-1,normal
hnialnbg-1,normal
hnidijjk-1,normal
hniekbnm-1,tumor
hnigehmb-1,tumor
hniignmb-1,tumor
hniimnog-1,tumor
hnjcobpo-1,normal
hnjfegne-1,tumor
hnjkacdl-1,normal
hnjlphmk-1,tumor
hnjmmnjm-1,tumor
hnjnilad-1,tumor
hnjpclab-1,tumor
hnjpjeaj-1,normal
hnkbcjja-1,normal
hnkdacbo-1,normal
hnkgkioo-1,tumor
hnkiamin-1,normal
hnkkglmm-1,normal
hnkldkea-1,tumor
hnklihbi-1,normal
hnknmloj-1,tumor
hnkoklbf-1,normal
hnlaebke-1,normal
hnlfjhjh-1,normal
hnlfofca-1,normal
hnlgadbg-1,normal
hnlghlnc-1,tumor
hnlgmogk-1,tumor
hnljikmp-1,tumor
hnlkgmbo-1,tumor
hnlpkkom-1,tumor
hnmgaoid-1,tumor
hnmnjjcm-1,normal
hnneikjp-1,normal
hnnlekbb-1,normal
hnnnkckh-1,normal
hnnpedjj-1,normal
hnocddom-1,normal
hnoihjlf-1,normal
hnopiglj-1,normal
hnphfhpn-1,normal
hnppjleh-1,normal
hoadbckb-1,normal
hoahabab-1,tumor
hoalgjhf-1,tumor
hobjmcjh-1,normal
hobkhfgh-1,normal
hoblimpa-1,normal
hobloaeh-1,normal
hocideik-1,tumor
hocidmjg-1,normal
hocolfhm-1,normal
hodammhi-1,normal
hodcifap-1,normal
hodenapg-1,normal
hodicgoi-1,normal
hodmecbj-1,normal
hoegkoib-1,normal
hoegpjfk-1,normal
hofeijlo-1,tumor
hofikoke-1,normal
hofjjokm-1,normal
hoflbemn-1,tumor
hofnlack-1,tumor
hofofoon-1,tumor
hogcplak-1,tumor
hogeieki-1,normal
hoghpdhj-1,normal
hogmdaeg-1,normal
hognkdjc-1,tumor
hohbhmpk-1,tumor
hohepbek-1,tumor
hohlbioh-1,normal
hohlkjhd-1,normal
hoholpbl-1,tumor
hoiceijp-1,normal
hoiddlac-1,normal
hoidgbpp-1,normal
hoidliid-1,normal
hoiiceac-1,tumor
hoijdgkp-1,tumor
hoilfekj-1,normal
hoimlmhe-1,tumor
hoiomabf-1,normal
hojachfl-1,tumor
hojgepnh-1,normal
hojgikpi-1,tumor
hojhdhgh-1,normal
hojibldi-1,normal
hojipplc-1,normal
hojjdaha-1,normal
hojkhcam-1,normal
hojocpab-1,normal
hokambcp-1,normal
hokamimj-1,normal
hokdnefo-1,normal
hokgkoeh-1,tumor
hokhbkfn-1,normal
hoknapgd-1,normal
hokojlhh-1,normal
holajkej-1,normal
holibnhh-1,normal
holkckdg-1,normal
homcfden-1,normal
homdhehh-1,tumor
homknokk-1,normal
honbpcaa-1,normal
honlcnnb-1,normal
honpliko-1,normal
hoocinfk-1,normal
hoofjjho-1,normal
hooieakm-1,tumor
hoojndfl-1,normal
hoolmalo-1,tumor
hoonncfi-1,normal
hopaamif-1,normal
hopbhche-1,normal
hopdfohm-1,normal
hopgfpfe-1,normal
hopkonbm-1,normal
hopledli-1,normal
hoppboec-1,normal
hpabffbb-1,normal
hpadbclg-1,normal
hpahmhpp-1,normal
hpamllbj-1,normal
hpanpipc-1,tumor
hpbbjfkg-1,normal
hpbgiggp-1,normal
hpbpikbf-1,normal
hpccbloi-1,normal
hpccgelc-1,normal
hpcdohff-1,normal
hpcjlfkl-1,normal
hpckjkmm-1,normal
hpcliedg-1,normal
hpclmlof-1,normal
hpcmhajf-1,tumor
hpcmpokd-1,tumor
hpddifhm-1,tumor
hpdefamf-1,normal
hpdmbjom-1,tumor
hpeaajpb-1,normal
hpebeebf-1,normal
hpececlf-1,tumor
hpedhmdb-1,tumor
hpeienji-1,normal
hpepdidd-1,tumor
hpfaiiib-1,tumor
hpfpbhil-1,tumor
hpgbbgnj-1,normal
hpgchgjb-1,normal
hpgemlek-1,tumor
hpgfjcdg-1,normal
hpggdodh-1,normal
hphbapfa-1,tumor
hpheiehf-1,tumor
hphjhfph-1,tumor
hphnpjaf-1,tumor
hphpfdjj-1,normal
hpiapdap-1,tumor
hpifodcc-1,normal
hpikjlpf-1,normal
hpipngfi-1,normal
hpjdkili-1,normal
hpjeacjh-1,normal
hpjffipe-1,normal
hpkfgmkk-1,tumor
hpkhhmji-1,tumor
hpkikblp-1,normal
hpkjcmcp-1,normal
hpklbpje-1,normal
hpkmbjmd-1,normal
hpljbcbd-1,normal
hpljmdlm-1,normal
hplmpnfj-1,tumor
hplnghpj-1,tumor
hploajle-1,normal
hplonkio-1,normal
hpmbkoda-1,tumor
hpmpaeao-1,normal
hpmpldoh-1,normal
hpnbddgl-1,tumor
hpndhdam-1,tumor
hpnhgnie-1,tumor
hpnnojbn-1,tumor
hpnoiome-1,normal
hpobehcn-1,normal
hpoedgae-1,normal
hpofaeol-1,normal
hpohajkp-1,normal
hpombmle-1,normal
hppeaiad-1,normal
hppoabpj-1,tumor
hppocjeb-1,tumor
hppoehph-1,normal
iaaddfmd-1,normal
iaamlcme-1,tumor
iabablkh-1,normal
iabdeplb-1,normal
iabgdajg-1,tumor
iabhmmhj-1,tumor
iablpkhm-1,normal
iabomfpl-1,tumor
iabpocib-1,tumor
iacbbbdk-1,tumor
iacbbjmn-1,normal
iacdkjlj-1,tumor
iacdpgde-1,tumor
iacfmpkb-1,normal
iacgdeli-1,normal
iacgenld-1,normal
iadbggle-1,tumor
iadcikdm-1,tumor
iadhiccd-1,tumor
iadmbfhp-1,tumor
iadpkihi-1,normal
iaekaikp-1,tumor
iaekkmbi-1,tumor
iafcpnhb-1,normal
iafdclma-1,tumor
iafgankm-1,normal
iafgpdkg-1,tumor
iafkfchd-1,normal
iafohbhk-1,tumor
iafomcdo-1,normal
iafoojhb-1,normal
iagccjai-1,normal
iaghjpfi-1,tumor
iagibdea-1,tumor
iagjnaep-1,tumor
iagmpcjk-1,tumor
iagnmfea-1,tumor
iahglomg-1,normal
iahhehoc-1,normal
iahiigbh-1,normal
iahkiekn-1,tumor
iahmhbhg-1,tumor
iaigebdi-1,tumor
iaimhcmd-1,normal
iainnppe-1,tumor
iajdhhid-1,tumor
iajdpcak-1,tumor
iajealig-1,tumor
iajebmid-1,tumor
iajjkgnh-1,tumor
iajkiodk-1,tumor
iajlpohi-1,tumor
iakadaom-1,tumor
iakbefcb-1,tumor
iakcbcph-1,tumor
iakcodeo-1,tumor
iakjjpcj-1,tumor
iakncjhk-1,tumor
ialcomae-1,normal
ialignjm-1,normal
ialjjggn-1,normal
ialojkcd-1,tumor
ialopofk-1,normal
iambdmkp-1,tumor
iambohaa-1,tumor
iamfghnc-1,normal
iamhdncf-1,normal
iamidaik-1,tumor
iamocifm-1,tumor
ianbeclj-1,tumor
iannbgkd-1,tumor
iaochdmi-1,tumor
iaogmjjl-1,tumor
iaogoceo-1,tumor
iaoijldg-1,normal
iaolhlnj-1,tumor
iaphccmk-1,tumor
iaphkbmk-1,normal
iapikiec-1,normal
iapimnkj-1,normal
iapjcckm-1,normal
iapleohe-1,normal
iapobeni-1,normal
iappgnjl-1,normal
ibaanabm-1,tumor
ibaelllg-1,tumor
ibajapmd-1,tumor
ibajfimb-1,tumor
ibambhcm-1,normal
ibamfdoe-1,normal
ibamhfjm-1,tumor
ibbcbkjo-1,normal
ibbdldkf-1,tumor
ibbefmki-1,tumor
ibbfldag-1,tumor
ibbfllpl-1,normal
ibbfmeok-1,normal
ibbjlilb-1,normal
ibbkclae-1,tumor
ibbleadl-1,normal
ibblinan-1,normal
ibbpdjfo-1,normal
ibcdhcij-1,normal
ibcgogak-1,normal
ibchmjbd-1,normal
ibcmaahm-1,normal
ibcncakf-1,normal
ibcplfne-1,normal
ibcpmmlo-1,normal
ibdhmimf-1,normal
ibdhpenf-1,normal
ibdimnbg-1,tumor
ibdipjah-1,tumor
ibdmjgbg-1,tumor
ibdofhli-1,tumor
ibebhdfd-1,tumor
ibecmbdp-1,tumor
ibedmmbp-1,tumor
ibegklmo-1,tumor
ibegkpoo-1,normal
ibehonpg-1,normal
ibfdiffp-1,normal
ibfnpcjg-1,normal
ibfoobja-1,normal
ibfphimk-1,normal
ibglfjel-1,normal
ibhaohna-1,normal
ibhbbjbp-1,normal
ibhfebhb-1,normal
ibhihloj-1,normal
ibhlhiln-1,normal
ibhplgak-1,normal
ibiaoopn-1,normal
ibibpjgb-1,normal
ibifdmfi-1,normal
ibikeegk-1,normal
ibippnan-1,normal
ibjelgjb-1,normal
ibjgnglg-1,normal
ibjkejbp-1,normal
ibkajeii-1,normal
ibkanhgl-1,normal
ibkifmgb-1,normal
ibkljaig-1,tumor
ibknofab-1,normal
ibkoojml-1,tumor
iblaeimo-1,normal
iblbkbpf-1,normal
iblfagph-1,normal
iblkgplk-1,normal
iblkjmec-1,normal
ibmhbifn-1,normal
ibmidono-1,tumor
ibnbipom-1,normal
ibndeglk-1,normal
ibndpagj-1,normal
ibngjebp-1,normal
ibnhndmg-1,normal
ibnoakcf-1,tumor
ibocfpmf-1,tumor
iboepnmb-1,normal
ibomdghf-1,normal
iboonpao-1,normal
ibpajkab-1,normal
ibpbdmgc-1,normal
ibpeomkh-1,normal
ibplcgdg-1,tumor
icacjelg-1,normal
icadoihm-1,normal
icaifocl-1,normal
icakidho-1,normal
icbagamb-1,normal
iccbfomj-1,normal
iccdjjld-1,normal
iccijllk-1,normal
iccohjko-1,normal
icddeofa-1,normal
icddocok-1,normal
icdjjbnb-1,tumor
icdlfpge-1,normal
icdlpbfn-1,tumor
iceaaggl-1,tumor
icefolfh-1,normal
icekkkbm-1,normal
icfccgji-1,normal
icfdjdff-1,tumor
icffjbhf-1,normal
icfgilgj-1,normal
icfgohba-1,normal
icfhdnkf-1,normal
icfhmega-1,normal
icfmlmac-1,normal
icfppkaa-1,normal
icgbnade-1,normal
icgjdpim-1,normal
icgkgnco-1,normal
ichbcjhm-1,normal
ichbkmek-1,normal
ichicajc-1,normal
ichinjgj-1,normal
ichkmmlj-1,normal
ichlpgmk-1,normal
iciajkdg-1,normal
icigaihh-1,normal
icigmhff-1,normal
iciihfjm-1,normal
icjaapjo-1,normal
icjaihbd-1,normal
icjcpkfj-1,tumor
icjfmann-1,normal
ickagcck-1,normal
ickebnap-1,normal
ickjdfkk-1,normal
ickljcfa-1,tumor
icknebmb-1,normal
ickobgop-1,normal
icldbgmn-1,normal
iclhboom-1,normal
iclmeomb-1,tumor
iclmklnb-1,normal
iclpigmo-1,normal
iclpipjd-1,normal
icmeceae-1,tumor
icmemmbi-1,tumor
icmjgcoh-1,tumor
icmmdoel-1,tumor
icnbengp-1,tumor
icnefkfe-1,tumor
icnellhb-1,normal
icnfpjhc-1,tumor
icngnifj-1,tumor
icniacop-1,tumor
icoacmij-1,tumor
icocdjfl-1,tumor
icogiiec-1,tumor
icojgdac-1,tumor
icommngj-1,normal
icpimebd-1,normal
icpimeeg-1,tumor
icpkgkno-1,tumor
icpmcjae-1,tumor
idacflij-1,tumor
idadbagi-1,tumor
idadocji-1,tumor
idafadcm-1,tumor
idagloic-1,tumor
idakenhc-1,normal
idakoikj-1,normal
idannfdl-1,normal
idaoncoh-1,normal
idbbdddo-1,tumor
idbdenfo-1,tumor
idbejlkc-1,normal
idbgnjhl-1,tumor
idbjfdan-1,tumor
idbogieb-1,normal
idbohgfi-1,normal
idcfmlmj-1,normal
idcgiage-1,normal
idciddij-1,normal
idciomkk-1,normal
idcjfeof-1,normal
idckfmdb-1,normal
idcldlap-1,normal
idclheme-1,normal
idcngppb-1,normal
idcnjnjj-1,normal
idcpienk-1,normal
iddajnpk-1,tumor
iddilplp-1,normal
iddnedjf-1,normal
idebanng-1,tumor
idebkgfh-1,normal
idefglkp-1,normal
idegaeng-1,tumor
idelngji-1,normal
idenplfh-1,normal
ideodgjp-1,normal
idephpco-1,normal
idfbkoaa-1,normal
idfgiiip-1,normal
idfhfaii-1,normal
idfnjkbi-1,normal
idfooodg-1,tumor
idfpfbmb-1,normal
idgakbfj-1,normal
idgbdbbo-1,normal
idgiagoh-1,normal
idgiofkl-1,normal
idgkigec-1,normal
idgoeial-1,normal
idhgdkji-1,normal
idhkleco-1,normal
idhnfcjg-1,normal
idhnodaj-1,tumor
idhobhbd-1,normal
idiangnp-1,tumor
idicgibf-1,normal
idickhbo-1,normal
idifelbh-1,normal
idigppnn-1,normal
idijffbm-1,normal
idimabjf-1,normal
idjadbhh-1,normal
idjbooig-1,normal
idjcjepj-1,normal
idjcpien-1,normal
idjnejno-1,normal
idkedmnf-1,tumor
idkhhhcm-1,tumor
idkmojoa-1,normal
idknbnpa-1,normal
idknlejj-1,normal
idknpfgp-1,normal
idlcihle-1,normal
idlejjoh-1,normal
idlenibi-1,normal
idlmbidc-1,tumor
idlphkma-1,tumor
idlpnnjo-1,tumor
idmcplof-1,normal
idmekhnm-1,normal
idmfmcll-1,tumor
idmikagj-1,normal
idmnjdne-1,normal
idmolpbn-1,tumor
idmpbajm-1,normal
idmpmkfk-1,normal
idmpnhne-1,normal
idnbeifc-1,tumor
idncikap-1,normal
idoacpjf-1,tumor
idocmgmg-1,tumor
idofdclc-1,normal
idokoodi-1,normal
idolpcla-1,normal
idonjaif-1,normal
idoonogi-1,normal
idpdbfje-1,tumor
idpdeijg-1,tumor
idpehaoh-1,tumor
idpomibl-1,normal
ieafdeen-1,tumor
ieafliil-1,normal
ieagiebc-1,normal
ieaidnjj-1,tumor
iealakli-1,normal
ieamelkj-1,normal
iebbbhil-1,normal
iebbfelh-1,normal
iebhboli-1,normal
iebioohl-1,tumor
iebomnni-1,normal
ieccjkbg-1,tumor
ieccjlkj-1,normal
iecfhphd-1,normal
iecgfhhp-1,normal
ieclcgjh-1,tumor
iecledbp-1,normal
iecmgljh-1,normal
iecoohbe-1,normal
iecpkajm-1,tumor
iedfocpd-1,tumor
iedhdfbo-1,normal
iedjlggl-1,normal
iedobfin-1,normal
iedodokk-1,normal
ieecaojh-1,normal
ieeeanha-1,normal
ieeefgpk-1,normal
ieehconk-1,normal
ieemeakl-1,normal
ieemlcho-1,tumor
iefadhfh-1,normal
iefdhdmb-1,tumor
iefdkflf-1,normal
ieflijcl-1,normal
iegcapog-1,normal
iegcmdhb-1,tumor
iegdpmjc-1,normal
iegjigfc-1,normal
iegleeod-1,normal
iegnpbml-1,normal
iehannch-1,normal
iehbkahk-1,normal
iehcnjdn-1,normal
iehogpmc-1,normal
iehompad-1,normal
ieiaoipi-1,normal
ieihbnkl-1,normal
ieilgadp-1,normal
ieilingp-1,normal
ieimmbkg-1,normal
iejbiloh-1,normal
iejjaica-1,normal
iekabmgj-1,normal
iekcjbmm-1,normal
iekhihdg-1,normal
iekimknh-1,normal
iekjeddf-1,normal
iekjgdoe-1,normal
iekkohon-1,normal
ieknlgik-1,normal
ielfbejh-1,normal
ielgccdk-1,normal
ielmning-1,normal
ieloiemn-1,normal
iemdgkcl-1,normal
iemlbeab-1,normal
iemmhggl-1,normal
iemmplgg-1,normal
iengfaek-1,normal
ienggagd-1,normal
ienijfcb-1,normal
ieoadamc-1,normal
ieobfnag-1,normal
ieocpaip-1,normal
ieohafjf-1,normal
ieombdbj-1,normal
ieomcnji-1,normal
ieopoold-1,normal
iepaeamh-1,normal
iepbdilc-1,tumor
iepdehni-1,normal
iepmiahe-1,normal
ieppgmpc-1,normal
ifaeaene-1,normal
ifbckadp-1,normal
ifbfcpac-1,normal
ifbfpafn-1,normal
ifbgocgj-1,normal
ifbkangl-1,normal
ifbligel-1,normal
ifbohlna-1,normal
ifcabbaa-1,normal
ifccnflb-1,normal
ifcglneh-1,normal
ifdekfje-1,normal
ifdfgpgd-1,normal
ifdhdkao-1,normal
ifdiflla-1,normal
ifdkophd-1,normal
ifdofeko-1,normal
ifeejdej-1,normal
ifeicpji-1,normal
ifekepnh-1,normal
ifemjndi-1,normal
iffidkgc-1,normal
iffjmaof-1,normal
ifgemfba-1,normal
ifggbego-1,normal
ifggljpb-1,normal
ifgjince-1,normal
ifgmdadp-1,normal
ifgocdfc-1,normal
ifhbjamj-1,normal
ifheapem-1,normal
ifhhkigm-1,normal
ifhlpibk-1,normal
ifhmdncj-1,normal
ifhmjecf-1,normal
ifiaellk-1,normal
ifiboooj-1,normal
ificklpk-1,normal
ifidhabp-1,normal
ifidijfl-1,normal
ifidnkgi-1,normal
ififcoca-1,normal
ifiiabpg-1,normal
ifijgooe-1,tumor
ifinmjnp-1,tumor
ifioadmi-1,tumor
ifjbdoci-1,tumor
ifjclkdi-1,normal
ifjdcijp-1,tumor
ifjhjbin-1,normal
ifjmghop-1,normal
ifjpcoof-1,tumor
ifkamhai-1,tumor
ifkenkco-1,normal
ifkicchg-1,normal
iflaefan-1,tumor
iflfmifc-1,normal
iflgjhcm-1,normal
iflmdinl-1,normal
ifmblhpk-1,normal
ifmcdbgf-1,normal
ifmcfmmg-1,normal
ifmhllhg-1,normal
ifmiokkl-1,tumor
ifmjcnof-1,normal
ifmjmihh-1,normal
ifmmjpfe-1,normal
ifmnlnmp-1,normal
ifndklbc-1,normal
ifnfbdfn-1,normal
ifnfmhjg-1,normal
ifngokkb-1,normal
ifniacgi-1,normal
ifnlpkjb-1,normal
ifobbpji-1,normal
ifoenemg-1,normal
ifofkndi-1,normal
ifoflbic-1,normal
ifomancj-1,normal
ifomgmmn-1,normal
ifpegdcf-1,normal
ifpfckcn-1,normal
ifplogkb-1,normal
igadjgee-1,normal
igaehaem-1,normal
igaeneda-1,normal
igafbffj-1,normal
igaienho-1,normal
igajdnki-1,normal
igajgdpm-1,normal
igalmenl-1,normal
igamidck-1,normal
igbdpceo-1,normal
igbfbnbn-1,normal
igbfiape-1,normal
igbndcaa-1,normal
igcaiain-1,tumor
igcckomk-1,normal
igcdakke-1,normal
igcdehhe-1,normal
igcjihml-1,normal
igcledmb-1,normal
igddiceo-1,normal
igddnppe-1,normal
igddoaja-1,tumor
igdgbbcf-1,normal
igdiajof-1,normal
igdladaa-1,normal
igdlblkb-1,normal
igdligin-1,normal
igdnealp-1,normal
igebjmpa-1,normal
igecjepm-1,normal
igeckdfb-1,normal
igedpakl-1,normal
igehidhg-1,normal
igehkjmp-1,normal
igeibiph-1,normal
igffbngl-1,normal
igfglapo-1,normal
igfhmgif-1,normal
igfhmipf-1,normal
igfihhed-1,normal
igfinbec-1,normal
igfjakcj-1,normal
iggbbnbc-1,normal
iggenpie-1,tumor
iggglohc-1,normal
igghelfg-1,tumor
igghplmg-1,normal
iggibdkp-1,normal
iggkbeog-1,normal
iggkckjh-1,normal
iggnmamd-1,normal
ighapncp-1,normal
ighgoicm-1,tumor
ighhmfef-1,tumor
ighijlkk-1,tumor
ighipkhd-1,tumor
ighjdleb-1,tumor
ighjgmko-1,tumor
ighjphhh-1,normal
ighkdpkf-1,normal
ighkooel-1,normal
ighpoklg-1,normal
igiajgol-1,normal
igidghli-1,normal
igieolhg-1,normal
igigdaka-1,normal
igikedbl-1,normal
igioealo-1,normal
igipekkn-1,normal
igjbckfg-1,normal
igjdlhld-1,normal
igjgejbb-1,normal
igjpoklj-1,normal
igkahfgm-1,normal
igkcdinl-1,normal
igkddgfn-1,tumor
igkgklkm-1,tumor
igkgonfk-1,normal
igkhimlg-1,tumor
igkjofmg-1,normal
igkphbmh-1,normal
igldfalb-1,normal
igmbcknj-1,normal
igmhmbol-1,normal
igmkdbma-1,normal
igmmpidi-1,normal
igmokkkp-1,normal
ignenhpp-1,normal
ignjphic-1,tumor
ignmpgcb-1,normal
ignplamg-1,normal
igoijfip-1,normal
igomdgae-1,normal
igpfhoml-1,normal
ihagjpjg-1,normal
ihaifokp-1,tumor
ihalelbc-1,normal
ihamaaip-1,normal
ihaombff-1,normal
ihbcmjjj-1,normal
ihbddgpl-1,normal
ihbfmkid-1,normal
ihbgfibk-1,normal
ihbkecbm-1,normal
ihcglahl-1,tumor
ihchjagg-1,normal
ihchmkkk-1,normal
ihcihoil-1,normal
ihcjmidl-1,normal
ihckogib-1,normal
ihcldomp-1,normal
ihcnegng-1,normal
ihcoking-1,normal
ihcpblfj-1,normal
ihdakfhd-1,normal
ihdbgmae-1,normal
ihdeanop-1,normal
ihdfaaci-1,tumor
ihdipkdn-1,normal
ihdnagdj-1,normal
ihecbjld-1,normal
iheikjeb-1,normal
ihelcgeh-1,normal
ihfbemap-1,normal
ihfflhek-1,normal
ihfgnmpe-1,normal
ihflkfmn-1,normal
ihflliaa-1,normal
ihfloehk-1,normal
ihgafjik-1,normal
ihgegmdh-1,normal
ihgenpje-1,normal
ihgflchb-1,normal
ihgihhng-1,normal
ihglknbk-1,normal
ihhbfpfk-1,normal
ihhencgf-1,normal
ihhhodic-1,normal
ihhmfcin-1,normal
ihhmpcme-1,tumor
ihhpnkhk-1,tumor
ihidacij-1,tumor
ihigkeod-1,normal
ihilefna-1,normal
ihjfalgi-1,normal
ihjpgddl-1,normal
ihkacnfj-1,normal
ihkgjaea-1,normal
ihkgjdhf-1,normal
ihkklpdd-1,normal
ihknmamb-1,normal
ihlmmihe-1,normal
ihmancgk-1,normal
ihmnondf-1,normal
ihnbgjhl-1,normal
ihndccoa-1,normal
ihnfgdnp-1,normal
ihnhoajn-1,normal
ihnjneml-1,normal
ihnjojmp-1,normal
ihnmemok-1,normal
ihnnkmjl-1,normal
ihoaalbp-1,normal
ihoejmad-1,normal
ihpbjlib-1,normal
ihpdnlha-1,normal
ihpipcae-1,normal
ihpjflog-1,normal
ihpkcgkj-1,normal
ihpmihgl-1,tumor
iiabpcma-1,normal
iiadbggm-1,tumor
iiadooco-1,normal
iiafgepe-1,tumor
iiagackj-1,normal
iiajgdkk-1,normal
iianhjel-1,normal
iiapgfci-1,tumor
iibacnnh-1,normal
iibeghfo-1,normal
iibghfja-1,normal
iibhcadf-1,normal
iibnkfaf-1,normal
iibnkmem-1,normal
iibpjikj-1,normal
iicdhjcf-1,normal
iicfemag-1,normal
iicffkih-1,normal
iicgbbjk-1,normal
iicgkmia-1,tumor
iickhbob-1,normal
iicklogn-1,normal
iidbnnhj-1,normal
iidbomdg-1,normal
iidfckei-1,tumor
iidfcodb-1,tumor
iidgmbpb-1,tumor
iidigooc-1,tumor
iidiidaa-1,tumor
iidkchel-1,tumor
iidmbjon-1,tumor
iidoajpd-1,tumor
iidojodg-1,tumor
iidpdemh-1,tumor
iiejfmkc-1,normal
iiekgldf-1,tumor
iieoagna-1,tumor
iifcbeai-1,tumor
iifeafia-1,tumor
iifgmgbd-1,tumor
iifjgmhp-1,tumor
iiflcgnm-1,normal
iiflkned-1,normal
iifmjglh-1,tumor
iifpnoaa-1,tumor
iigccnlp-1,tumor
iigcdppa-1,tumor
iigcficp-1,tumor
iigefmfn-1,tumor
iiggclii-1,tumor
iigjfpbf-1,tumor
iiglpffe-1,tumor
iigppacc-1,normal
iihcfehf-1,tumor
iihejllk-1,tumor
iihhignd-1,normal
iihjlcea-1,tumor
iihndmji-1,tumor
iiiamhdc-1,normal
iiibmlgm-1,tumor
iiijfblb-1,tumor
iiipapea-1,tumor
iijdielf-1,normal
iijiiahp-1,normal
iijkkjdk-1,normal
iijmnkgp-1,normal
iijolbdl-1,normal
iikajann-1,normal
iikcaaac-1,normal
iikdjmok-1,normal
iikfngkc-1,normal
iikgfpkg-1,normal
iikhigal-1,normal
iikimdnd-1,normal
iikmgfea-1,tumor
iikngdnm-1,normal
iikpmfml-1,normal
iilggeei-1,normal
iilnbicl-1,normal
iilogcep-1,normal
iilppebl-1,normal
iimcflpa-1,normal
iimiiebn-1,normal
iimldcfb-1,normal
iimnooge-1,normal
iindmaae-1,normal
iinjgdin-1,normal
iinmcfcc-1,normal
iioaidee-1,normal
iiobbggm-1,normal
iiodklfm-1,normal
iioeiadd-1,normal
iiophnnc-1,tumor
iipckifa-1,normal
iipfdndd-1,normal
iipkdjkm-1,tumor
iipldhhl-1,tumor
iipnobed-1,tumor
ijafahfc-1,tumor
ijagehni-1,normal
ijamdaoc-1,tumor
ijamkjml-1,tumor
ijbggpfc-1,normal
ijbgkdef-1,normal
ijblikmg-1,normal
ijblniek-1,normal
ijbphjjc-1,normal
ijchabim-1,normal
ijcjdcfj-1,normal
ijcnohmh-1,normal
ijdaeebb-1,normal
ijdgiafi-1,normal
ijdilnjc-1,normal
ijecdckc-1,tumor
ijeodpff-1,normal
ijfbijgn-1,normal
ijfgdlgh-1,normal
ijfmffno-1,tumor
ijgbmkho-1,normal
ijggnalj-1,tumor
ijghmcpg-1,normal
ijgnpaom-1,normal
ijgpjmjk-1,normal
ijhdockf-1,normal
ijhepnnk-1,tumor
ijhkncaf-1,normal
ijhldodn-1,normal
ijhlpfll-1,normal
