cell_id,group
dkkoojcc-1,normal
dklcdlmj-1,tumor
dklcmoof-1,normal
dklhefoi-1,normal
dklieoao-1,normal
dklimkph-1,normal
dkljlpbk-1,tumor
dklmdcej-1,normal
dklmpfbm-1,normal
dklokgoh-1,normal
dkmaaama-1,normal
dkmaclom-1,normal
dkmbkmea-1,normal
dkmfafea-1,normal
dkmgbohl-1,normal
dkmhockk-1,normal
dkmjjkgb-1,normal
dkmlkogn-1,normal
dkmodcnh-1,normal
dknakoeo-1,normal
dknbianl-1,tumor
dkncjpni-1,normal
dknclgii-1,tumor
dkndbfja-1,tumor
dkndfblp-1,normal
dknkdikj-1,tumor
dknpmknc-1,normal
dkohaonf-1,normal
dkojecod-1,normal
dkolbmcn-1,normal
dkomfilh-1,tumor
dkoobikh-1,normal
dkpikhmk-1,normal
dkpjcibc-1,normal
dkpldmhp-1,normal
dkpmpenk-1,normal
dlaaefao-1,normal
dlabjjel-1,normal
dlafkfkd-1,normal
dlafpoda-1,normal
dlagioib-1,tumor
dlakelkl-1,normal
dlambocb-1,normal
dlbdjkbd-1,normal
dlbhemnj-1,normal
dlbjncje-1,tumor
dlbpdnbj-1,normal
dlcbbmaj-1,tumor
dlcbibif-1,tumor
dlcgcnpf-1,normal
dlckjoog-1,normal
dlcogbae-1,tumor
dldcpacm-1,normal
dlddinjo-1,normal
dldeajnn-1,tumor
dldilddf-1,normal
dldmocfh-1,tumor
dldpgdgm-1,normal
dleacknb-1,normal
dlebpjdf-1,normal
dlefgpef-1,normal
dlefhjad-1,normal
dleodimc-1,tumor
dleoenfd-1,tumor
dlfellgi-1,normal
dlfgagll-1,tumor
dlfhkihm-1,normal
dlgadnlp-1,normal
dlgbbdpj-1,tumor
dlgeacgd-1,tumor
dlgfofec-1,tumor
dlgimpnp-1,tumor
dlgpkaeb-1,normal
dlhcakcn-1,tumor
dlhdipfn-1,tumor
dlhekgcf-1,tumor
dlhfcpli-1,tumor
dlhgfjlf-1,tumor
dlhhhgcm-1,normal
dlhjleha-1,tumor
dlhkgokn-1,normal
dlhkkpcn-1,normal
dlhmdjgc-1,tumor
dlhneoph-1,tumor
dlhoomep-1,normal
dlicgcfb-1,normal
dliegaaa-1,tumor
dlijcpah-1,normal
dlikjbbd-1,normal
dlinfpdk-1,normal
dlipcpoc-1,normal
dljadima-1,tumor
dljhlnnk-1,normal
dljijkoi-1,normal
dljmhikh-1,normal
dlkjfohk-1,normal
dlklkhol-1,normal
dlkmkpcf-1,normal
dllaimkl-1,normal
dllbiefp-1,normal
dllhejgh-1,normal
dllhomam-1,tumor
dlliamme-1,tumor
dllidaoc-1,tumor
dllkbeja-1,normal
dllocmjm-1,tumor
dllolhmk-1,tumor
dllpghka-1,normal
dlmiddia-1,normal
dlmiogcf-1,normal
dlmkhlef-1,normal
dlmoggno-1,tumor
dlnajkoe-1,tumor
dlncaclc-1,tumor
dlngimdc-1,tumor
dlnmdpge-1,normal
dlnobpge-1,tumor
dlnompdk-1,tumor
dlnpngeh-1,tumor
dlolikna-1,normal
dlommllo-1,tumor
dlomohkg-1,tumor
dlonfaki-1,normal
dlopigcd-1,normal
dlpegcob-1,normal
dlpfgleh-1,tumor
dlpfoonm-1,normal
dlpialbj-1,normal
dlpljicp-1,normal
dlpmnhfo-1,normal
dlpofgpp-1,tumor
dmadbckl-1,normal
dmahlabb-1,normal
dmaidebj-1,normal
dmakkfik-1,tumor
dmannjfn-1,tumor
dmapibkb-1,tumor
dmbbnnmp-1,tumor
dmbihpof-1,tumor
dmbmfici-1,tumor
dmbnpjfg-1,normal
dmcdmlef-1,tumor
dmcgedjl-1,tumor
dmcjdpdh-1,tumor
dmdjeghi-1,tumor
dmdkgmml-1,tumor
dmdlfhnh-1,tumor
dmdljgjf-1,tumor
dmdncgin-1,tumor
dmdoamao-1,normal
dmeangpi-1,tumor
dmeemhdm-1,tumor
dmefeoge-1,tumor
dmehffob-1,normal
dmelkmic-1,tumor
dmfcgkbd-1,tumor
dmfeobja-1,tumor
dmffgdbh-1,normal
dmffldfm-1,tumor
dmfojjha-1,tumor
dmgcihdm-1,normal
dmgegbfj-1,normal
dmggdfml-1,normal
dmghhlof-1,tumor
dmgimgjg-1,normal
dmgiohnn-1,normal
dmhdnhkj-1,normal
dmhhaejb-1,normal
dmhhfekm-1,normal
dmhhiecd-1,tumor
dmhhnoil-1,normal
dmhkhjka-1,normal
dmifcdfk-1,tumor
dmifkcdc-1,tumor
dmigdman-1,normal
dmigmcbh-1,normal
dmiholha-1,normal
dmikhpmk-1,normal
dmiklhne-1,normal
dmiodbog-1,normal
dmjngmol-1,tumor
dmjnkflh-1,tumor
dmkanghm-1,tumor
dmkcfljo-1,normal
dmkggcoe-1,normal
dmklcceh-1,tumor
dmknlaei-1,normal
dmkpbfbb-1,tumor
dmlbkdab-1,tumor
dmlecdpb-1,tumor
dmlfjkdb-1,tumor
dmlgchid-1,normal
dmlhhdio-1,tumor
dmlknojp-1,tumor
dmlpngjf-1,normal
dmmingkf-1,tumor
dmnckpga-1,tumor
dmnffdln-1,tumor
dmnhmeba-1,tumor
dmnjoceg-1,tumor
dmnkchei-1,tumor
dmnobpan-1,tumor
dmoffpod-1,normal
dmogghhb-1,normal
dmohfmgc-1,tumor
dmonibne-1,tumor
dmooboie-1,normal
dmopfmac-1,normal
dmpemgca-1,normal
dmphlpgi-1,normal
dmpjeifo-1,normal
dnaaiadn-1,normal
dnacbgdi-1,normal
dnadcnej-1,normal
dnadpoaa-1,tumor
dnahdjlh-1,normal
dnakpfbo-1,normal
dnandffn-1,normal
dnbgfcme-1,normal
dnbgpifm-1,normal
dnbkancm-1,normal
dnblkkgc-1,normal
dnbmkkdc-1,normal
dnbnleam-1,normal
dncanflf-1,normal
dncbbcbk-1,normal
dncibaeo-1,normal
dncihcbh-1,normal
dncjjkom-1,normal
dncplcoj-1,normal
dnddjghd-1,normal
dndgiojg-1,normal
dndhobpi-1,normal
dndjhgpp-1,normal
dndklmmg-1,normal
dndlhfob-1,normal
dndmpgeb-1,normal
dndpnpah-1,normal
dneaofah-1,normal
dnefomoh-1,tumor
dnemfejf-1,tumor
dnfbaknk-1,normal
dnfgpcbg-1,tumor
dnfhehfk-1,normal
dnfinibg-1,tumor
dnfkbjdb-1,tumor
dnfldldo-1,tumor
dnflncjp-1,normal
dnfonjhi-1,normal
dngcmgbf-1,normal
dngedmhm-1,tumor
dnghihlj-1,normal
dnghkdnn-1,tumor
dngieidk-1,normal
dngnfdgd-1,normal
dngplfpi-1,normal
dnhbmgah-1,normal
dnhjaeod-1,tumor
dnhjpfee-1,tumor
dnhmehhk-1,tumor
dnhneppg-1,tumor
dnhookak-1,normal
dniehjco-1,tumor
dnielloo-1,normal
dninnlnj-1,tumor
dnjbkcif-1,normal
dnjebfnm-1,normal
dnjednik-1,normal
dnjfdimf-1,normal
dnjjibac-1,normal
dnjknmjk-1,normal
dnjkppbe-1,normal
dnjnehkp-1,normal
dnjnfock-1,normal
dnkehbef-1,normal
dnkhcbke-1,normal
dnkhpiae-1,normal
dnkiabim-1,normal
dnkmbmap-1,tumor
dnkomkko-1,tumor
dnlbcmal-1,tumor
dnlbfnpe-1,normal
dnldajkk-1,normal
dnleiegk-1,tumor
dnlfcfii-1,normal
dnlhacnj-1,normal
dnljokaj-1,normal
dnlmkipj-1,normal
dnlpgcln-1,normal
dnlplllj-1,normal
dnmaiffm-1,normal
dnmcnedn-1,tumor
dnmocbag-1,tumor
dnmphblb-1,tumor
dnnaimbd-1,tumor
dnnbecob-1,normal
dnnjeoic-1,normal
dnnkhchp-1,normal
dnnkkibj-1,normal
dnnldhjl-1,normal
dnnldnbn-1,normal
dnnneeki-1,normal
dnoapghg-1,normal
dnopdmib-1,normal
dnpjhgli-1,normal
dnpkhkgc-1,normal
dnpogidn-1,normal
dnpplkpo-1,normal
doaaadeb-1,normal
doadlioa-1,normal
doagojdo-1,normal
doammpgd-1,normal
doboabio-1,tumor
docgnldi-1,normal
docgpbgi-1,normal
docnahcp-1,normal
doddfhkp-1,normal
dodgbnjf-1,tumor
dodnnfjn-1,normal
doegjgjd-1,normal
doehkncm-1,normal
doeimnbh-1,normal
doejfjgd-1,tumor
doepjmpg-1,normal
dofaimjl-1,normal
dofbafpp-1,normal
dofbgill-1,normal
dofdijkk-1,normal
dofhddla-1,normal
dofmcdbc-1,normal
dogchdoi-1,normal
doggfocg-1,normal
doglnpac-1,normal
dognnanc-1,normal
dogpifma-1,normal
dohbgnce-1,normal
dohbjboo-1,normal
dohbkdam-1,normal
dohccgnf-1,normal
dohcengh-1,normal
dohdcfkm-1,normal
dohdgjed-1,normal
dohkhgfm-1,normal
dohlcoce-1,normal
dohldghk-1,normal
dohmjdhl-1,normal
dohppaca-1,normal
doibimka-1,normal
doicpelh-1,normal
doiejmdh-1,normal
doiiajpf-1,normal
dojcicjf-1,normal
dojcidod-1,normal
dojemhfp-1,normal
dojkmmfk-1,normal
dojllpee-1,normal
dojoeahd-1,normal
dojpdonj-1,normal
dokcoelb-1,normal
dokebkoj-1,normal
dokfjfoi-1,normal
dokfkhma-1,normal
dokjoccn-1,normal
dolaagem-1,normal
doljokho-1,normal
dollcmka-1,normal
dolljhjm-1,normal
dolmcdkj-1,normal
dolocchp-1,normal
domcaakm-1,normal
domcjifo-1,normal
domeliaf-1,normal
domgcngl-1,normal
domhbobl-1,normal
donabpod-1,normal
donahocn-1,normal
donaiknh-1,normal
donibbji-1,normal
donkoodc-1,normal
donlocjh-1,normal
donlogei-1,normal
donogggg-1,normal
doodaghf-1,normal
doodobhl-1,normal
doomapfl-1,normal
dopagebc-1,normal
dopbknog-1,normal
dopoagep-1,normal
dopomdkc-1,normal
doppjmaf-1,normal
dpacmddf-1,normal
dpahjcfm-1,normal
dpakehnm-1,normal
dpbeacjb-1,normal
dpbjkcci-1,normal
dpblnmgp-1,normal
dpcbkfhj-1,normal
dpccelap-1,normal
dpcedoki-1,normal
dpclogil-1,normal
dpdbfkec-1,normal
dpdbfoig-1,normal
dpddncdd-1,normal
dpebhajo-1,normal
dpefegff-1,normal
dpenniap-1,normal
dpfbfdof-1,normal
dpfghagh-1,normal
dpficiag-1,normal
dpfjmokm-1,tumor
dpfnlebl-1,normal
dpfnlfbe-1,normal
dpgeimcc-1,normal
dpghjcjn-1,normal
dpghngap-1,normal
dphbcmho-1,normal
dpheddnf-1,normal
dphemgoc-1,normal
dphkipkb-1,normal
dphlmaij-1,normal
dphnmpmb-1,normal
dphpcahc-1,normal
dpilmmbm-1,normal
dpipbpnp-1,normal
dpipgaki-1,normal
dpipidee-1,normal
dpjcllao-1,normal
dpjflnai-1,normal
dpjkjcdl-1,normal
dpkdlooi-1,normal
dpkinjle-1,normal
dpkmpgph-1,normal
dplhljac-1,normal
dpllnahn-1,normal
dplpmpag-1,normal
dpmbmjcc-1,normal
dpmjhbmp-1,normal
dpmlahih-1,normal
dpnapgmo-1,normal
dpngbhbd-1,normal
dpnghebe-1,normal
dpnjaffe-1,normal
dpnlifjm-1,normal
dpocmadc-1,normal
dpoifaik-1,normal
dppbkjfg-1,normal
dppelgnc-1,normal
dppfhkfm-1,normal
dppgickg-1,normal
eaaghfej-1,normal
eaaifjoi-1,tumor
eaakckbl-1,tumor
eaambgpn-1,tumor
eabcmfmh-1,normal
eacfonnh-1,normal
eackbpmg-1,normal
eackmced-1,normal
eackneap-1,normal
eaclofeg-1,normal
eadapije-1,normal
eadjeklk-1,normal
eadknfgi-1,normal
eadlggek-1,normal
eadmbojn-1,normal
eadobpge-1,normal
eaeafdnc-1,normal
eaebffhk-1,normal
eaeelgea-1,normal
eaefmooa-1,normal
eaeioeof-1,normal
eaeplfph-1,normal
eafalbna-1,normal
eafbihkc-1,normal
eafelogi-1,normal
eaffbijp-1,normal
eaffbmgm-1,normal
eaflljoi-1,tumor
eafnakgp-1,normal
eafpkngc-1,normal
eagifnao-1,normal
eaglfnhn-1,normal
eaglobcd-1,normal
eagojabm-1,normal
eagplbhm-1,normal
eahaaglm-1,normal
eahbbdam-1,normal
eahdckie-1,normal
eahfafck-1,normal
eahgcefd-1,normal
eahhheni-1,normal
eahiclff-1,normal
eahjccnm-1,normal
eahonbfc-1,normal
eaibhgkk-1,normal
eaibpamm-1,tumor
eaicfgni-1,tumor
eaidclpd-1,normal
eaiemane-1,normal
eaifngpj-1,normal
eaijamgk-1,normal
eaikkceg-1,normal
eaimnihk-1,normal
eajcbnjb-1,normal
eajfailf-1,normal
eajhojaj-1,normal
eajjbldo-1,normal
eakagiia-1,normal
eakigfpb-1,normal
eaklbofa-1,normal
eakljolj-1,normal
eakmlfac-1,normal
eakofdlf-1,normal
ealcejcb-1,normal
ealgelea-1,normal
ealoolek-1,normal
eamcbngc-1,normal
eamenhpa-1,normal
eanbdffc-1,normal
eandonbp-1,normal
eanhieea-1,normal
eanhjpam-1,normal
eanmhegl-1,normal
eanpjmfn-1,normal
eaobigkp-1,normal
eaoecjcc-1,normal
eaoggpkl-1,normal
eaopgnke-1,normal
eaopndpc-1,normal
eapcnidd-1,normal
ebaampda-1,normal
ebaaoejg-1,normal
ebabbklj-1,normal
ebaemnog-1,normal
ebagbgek-1,normal
ebbcdolh-1,normal
ebbflkjl-1,normal
ebbibdli-1,normal
ebbildgk-1,normal
ebbncpfa-1,normal
ebcibfmm-1,normal
ebcppbin-1,normal
ebdbpclg-1,tumor
ebdclfio-1,normal
ebddcoca-1,normal
ebdglkha-1,normal
ebdleahi-1,normal
ebecbidj-1,normal
ebediooj-1,normal
ebelgjkh-1,normal
ebelodda-1,normal
ebemebhj-1,tumor
ebemibea-1,normal
ebendhib-1,normal
ebfhicda-1,normal
ebfjigpp-1,normal
ebfkeeab-1,normal
ebgghjkg-1,normal
ebghgmef-1,normal
ebgjmgcj-1,normal
ebgjncde-1,normal
ebgkfjde-1,normal
ebgmgogn-1,normal
ebgpmied-1,normal
ebhaahon-1,normal
ebhekjhp-1,normal
ebholjcf-1,tumor
ebhpmbnm-1,tumor
ebianafa-1,normal
ebiceegn-1,normal
ebiglnfe-1,normal
ebiihcpp-1,tumor
ebikeiln-1,normal
ebikligf-1,tumor
ebilfehj-1,normal
ebiodjdn-1,tumor
ebjdcmco-1,normal
ebjncbkc-1,normal
ebjpfich-1,normal
ebkcoman-1,normal
ebkdlloa-1,normal
ebkdppen-1,normal
ebkkmmfd-1,normal
eblfkfdi-1,normal
ebljcddl-1,normal
eblkmfbi-1,tumor
ebmbbomc-1,tumor
ebmbihee-1,tumor
ebmgjihp-1,tumor
ebmkjjlb-1,normal
ebmlfdee-1,normal
ebmmjkbh-1,normal
ebmofheh-1,normal
ebndlgdg-1,normal
ebnnadep-1,normal
ebnnpgnk-1,tumor
ebnpmckc-1,tumor
eboolpmp-1,normal
ebopmlhd-1,normal
ebpbgapg-1,normal
ebpbiefj-1,normal
ebpgemca-1,normal
ebphbedk-1,normal
ebpmmcid-1,tumor
ebpolklp-1,normal
ecahmhij-1,normal
ecbalajh-1,normal
ecbcfkho-1,normal
ecbdcmpe-1,normal
ecbehnef-1,normal
ecbibljm-1,normal
ecbjbcoi-1,normal
ecbjckgh-1,normal
ecbmcjdo-1,normal
ecbmgfem-1,normal
eccddohk-1,normal
eccendob-1,normal
eccgdphk-1,normal
eccifjnp-1,normal
eccojcjb-1,normal
eccpfean-1,normal
ecdahenp-1,normal
ecdbagpf-1,normal
ecddgbck-1,normal
ecdeapol-1,normal
ecdfggcm-1,normal
ecdihljj-1,tumor
ecdjhekc-1,tumor
eceaclbm-1,normal
ecebdabn-1,normal
ecegfghn-1,normal
ecejobch-1,normal
ecekdfeh-1,normal
ecekfkhj-1,normal
ecekgadm-1,normal
ecelkhop-1,normal
ecelnjno-1,tumor
ecengjpe-1,normal
ecficbdf-1,normal
ecfmjjnf-1,normal
ecfmnbda-1,normal
ecfncigf-1,normal
ecggfceh-1,normal
ecghpngf-1,normal
echdmpii-1,normal
echhgaod-1,normal
echhkjne-1,normal
echjgbhn-1,normal
ecinhnna-1,normal
ecinpkbf-1,normal
ecjjmllm-1,normal
ecjlkioh-1,normal
ecjmgilh-1,normal
ecjpjdec-1,normal
eckaomil-1,normal
eckbobmb-1,normal
eckcgcbf-1,normal
eckdhaei-1,normal
eckhpcdl-1,normal
eckioogd-1,normal
eckkmdek-1,normal
ecklpcek-1,normal
eckppcja-1,normal
eclankgf-1,normal
eclblhcd-1,normal
ecldekca-1,normal
ecljlpgp-1,normal
ecmbdfbe-1,normal
ecmdknlj-1,normal
ecmodhcl-1,normal
ecmoonfe-1,tumor
ecngnbhi-1,normal
ecnickfk-1,normal
ecnieonh-1,normal
ecnlblpe-1,tumor
ecnlgdoa-1,tumor
ecocakaj-1,normal
ecodohff-1,normal
ecohccnd-1,normal
ecoiajdp-1,normal
ecomnpaf-1,normal
ecpgdhnb-1,normal
ecpollgb-1,normal
edackihd-1,normal
edalmlko-1,tumor
edbacaen-1,normal
edbflama-1,normal
edbienop-1,normal
edbodgdn-1,normal
edcahhnh-1,normal
edcedcho-1,normal
edcemjif-1,normal
edcfegid-1,normal
edcgjioo-1,normal
edchccpp-1,normal
edckjpdj-1,normal
edclemef-1,normal
edcpknja-1,normal
eddfbohk-1,normal
eddfkcfc-1,normal
eddjbhii-1,normal
eddkkccf-1,tumor
edeapijk-1,normal
edebedkj-1,normal
edecdino-1,normal
edeeebeo-1,normal
edefdgai-1,normal
edegeocl-1,tumor
edekniml-1,tumor
edemoiha-1,normal
edfedkfi-1,normal
edfnhohf-1,normal
edfpgkaa-1,normal
edgaeiph-1,tumor
edgandjc-1,tumor
edglafgk-1,normal
edgofimh-1,normal
edhbolan-1,normal
edhdcdgl-1,normal
edhelcel-1,normal
edhfhbfn-1,normal
edhhimjk-1,normal
edhhmlfc-1,normal
edhiaiba-1,normal
edhmhaam-1,normal
ediafedo-1,normal
edidacoi-1,normal
edidibip-1,normal
ediggfgn-1,normal
edjepcbl-1,normal
edjhhnpb-1,normal
edjojphd-1,normal
edjomlci-1,normal
edkcahce-1,normal
edkdlghn-1,normal
edkeegnp-1,normal
edkgbeoh-1,normal
edkjnjhe-1,normal
edlhcogd-1,normal
edlllmec-1,normal
edlnnnec-1,normal
edmcmhmn-1,normal
edmggpim-1,normal
edngkagd-1,normal
ednjchbe-1,tumor
ednodnbl-1,tumor
edocajph-1,normal
edoffnib-1,normal
edohldco-1,normal
edpajiom-1,normal
edpblojn-1,normal
edpcomgd-1,normal
edpdfalo-1,normal
edpdjijh-1,normal
edpghckb-1,normal
edpknjpo-1,normal
edpnfjmn-1,normal
edpoclim-1,normal
edpoelgn-1,normal
eeahodnf-1,normal
eealmmhd-1,normal
eeaomfnc-1,tumor
eeapibma-1,normal
eebalkmi-1,normal
eebapejg-1,normal
eebbinfk-1,normal
eebdbiic-1,normal
eebhlcka-1,normal
eebipklh-1,normal
eebnpoad-1,normal
eebpnljg-1,normal
eecjenak-1,normal
eecjpike-1,normal
eecmagei-1,normal
eecniman-1,normal
eecolnip-1,normal
eedbaegb-1,normal
eedcklpo-1,normal
eedifgka-1,normal
eedpnioi-1,normal
eeebjklb-1,normal
eeedpaem-1,normal
eeeggobl-1,normal
eeegodjd-1,normal
eeehhlgo-1,normal
eeeijepm-1,normal
eeejgfdi-1,normal
eeenoagf-1,normal
eeeofglk-1,normal
eefcgdbo-1,normal
eefehmbg-1,normal
eeffefkp-1,normal
eefjehkk-1,normal
eeggbcfd-1,normal
eegiakck-1,normal
eehfcdpg-1,normal
eehheklc-1,normal
eehpiije-1,normal
eeiaonkb-1,normal
eeicbnia-1,normal
eeiddief-1,normal
eeiedndp-1,normal
eeiehbfg-1,normal
eeifbkkf-1,normal
eeihmgcm-1,normal
eeihnalf-1,normal
eeiijkeg-1,normal
eejadllj-1,normal
eejfeafa-1,normal
eejgeogj-1,normal
eejnkefc-1,normal
eejoljoo-1,normal
eekbdhmn-1,normal
eekeecgb-1,normal
eekfpkoo-1,normal
eekgilkg-1,normal
eeknpjkj-1,normal
eelammge-1,tumor
eeldilpe-1,normal
eeldpdnc-1,normal
eelghgdm-1,normal
eelihfeb-1,normal
eeljkdok-1,normal
eeljmjem-1,normal
eelpaidm-1,tumor
eemblanh-1,tumor
eemgbcmm-1,tumor
eemgncfc-1,tumor
eeminceo-1,tumor
eemjppfp-1,tumor
eemkmmjc-1,tumor
eemlbgho-1,tumor
eemlkiae-1,tumor
eempcngd-1,tumor
eempekie-1,tumor
eenajjgf-1,tumor
eenbodej-1,tumor
eenbpjpi-1,normal
eendcnfg-1,normal
eeneilen-1,normal
eenfglll-1,normal
eeoepbli-1,tumor
eeogbfic-1,tumor
eeogkbbp-1,tumor
eeomefbo-1,tumor
eepbpopb-1,tumor
eepmnbhh-1,tumor
eepnjgen-1,tumor
eepofmje-1,tumor
eeppnnoj-1,tumor
efafaafe-1,tumor
efandgaj-1,normal
efbbilnp-1,tumor
efbbnlba-1,tumor
efbfhlll-1,tumor
efbgdofa-1,tumor
efbingie-1,tumor
efbklgdd-1,normal
efcehjea-1,tumor
efcgpdcj-1,normal
efchmipc-1,normal
efcjiogh-1,normal
efcjnajb-1,normal
efcjpgdi-1,normal
efclmimp-1,normal
efcnlnfi-1,normal
efdaabff-1,normal
efddhelk-1,normal
efdpaiei-1,normal
efedlikh-1,tumor
effchlgk-1,normal
effnhbaa-1,tumor
efgbmena-1,normal
efghedgk-1,normal
efgkagok-1,normal
efgnlbif-1,normal
efhbecll-1,normal
efhbgjio-1,normal
efhdamki-1,tumor
efhfggim-1,tumor
efhihgma-1,tumor
efhneode-1,tumor
efiajjae-1,tumor
efiblhpb-1,tumor
efjaibhe-1,tumor
efjcaeih-1,tumor
efjcicge-1,normal
efjcoggb-1,tumor
efjdnflb-1,tumor
efjelikh-1,tumor
efkilkmc-1,tumor
eflcipmb-1,normal
efljlkhg-1,tumor
efllmhhi-1,normal
efmdhknc-1,tumor
efmhijdn-1,tumor
efmmkhpa-1,tumor
efmoaiaa-1,tumor
efmpegec-1,tumor
efndegeo-1,normal
efndojej-1,tumor
efnljhcb-1,tumor
efnpailh-1,tumor
efoajmpl-1,normal
efoamoca-1,normal
efobgeig-1,normal
efoeddgl-1,tumor
efogaici-1,normal
efogicmc-1,normal
efokldbc-1,normal
efoolfab-1,normal
efpdddja-1,normal
efpdnclj-1,normal
efpfchod-1,normal
efpimkjk-1,normal
efpjjocf-1,normal
efpjpklh-1,normal
efplbnne-1,normal
efpnaidf-1,normal
egaaedlg-1,normal
egabible-1,normal
egacmioe-1,normal
egadgnoo-1,normal
egaedjnk-1,normal
egagdfgi-1,normal
egahfbcj-1,normal
egaklfbc-1,normal
eganldma-1,normal
egapaldi-1,normal
egbaeegp-1,normal
egbhjnoh-1,normal
egbimdeo-1,normal
egbkpdgb-1,normal
egbopneb-1,tumor
egbpheob-1,tumor
egcdpooi-1,normal
egciighe-1,normal
egcojgal-1,normal
egdalhol-1,normal
egddidhh-1,normal
egdfoajc-1,tumor
egdjagep-1,tumor
egdkebfc-1,tumor
egecabpl-1,normal
egeeibbb-1,normal
egehpido-1,normal
egeklaik-1,normal
egendgeb-1,normal
egfchdpk-1,normal
egfeanhp-1,normal
egfjhbmk-1,normal
egfllooc-1,normal
egflncic-1,normal
eggcemjl-1,normal
eggcgeml-1,normal
egggmleh-1,tumor
eggjjoji-1,normal
eggpkggb-1,normal
eghapkao-1,normal
eghdmbig-1,normal
eghgjpaj-1,normal
eghjodep-1,normal
eghlcaim-1,normal
eghliego-1,tumor
eghnahci-1,normal
egicojfl-1,normal
egideagl-1,normal
egidpfac-1,normal
egifilje-1,normal
egihjicb-1,normal
egiljgfa-1,tumor
egipglpn-1,tumor
egjaindc-1,normal
egjebmjn-1,tumor
egjjpaeb-1,tumor
egjoboff-1,tumor
egkcnien-1,normal
egkjjood-1,normal
egkklobg-1,normal
egklcmki-1,normal
eglajnil-1,normal
eglbaclp-1,normal
eglhnjop-1,normal
eglkgmik-1,normal
eglmijni-1,normal
eglnaadp-1,normal
eglnfcbl-1,normal
eglpiicg-1,tumor
egmgpoho-1,normal
egmjjgmd-1,normal
egmjoffj-1,tumor
egmmahij-1,tumor
egmmbeld-1,tumor
egndfghl-1,tumor
egngbfba-1,tumor
egnnkkin-1,normal
egnpklok-1,tumor
egnpmldp-1,tumor
egofpkom-1,tumor
egokfeif-1,normal
egpdcbik-1,tumor
egpgbofe-1,tumor
egpkomnk-1,normal
egplohfb-1,normal
egpmmikj-1,normal
ehabbkoc-1,normal
ehacpanj-1,normal
ehakngdi-1,normal
ehalaelp-1,normal
ehalijhi-1,normal
ehapbanj-1,normal
ehbalpnf-1,normal
ehbgpacg-1,normal
ehcedken-1,normal
ehcjffpj-1,normal
ehcjlfjk-1,normal
ehcmcjgl-1,tumor
ehdaginb-1,normal
ehdlbdhg-1,normal
eheaobjg-1,normal
ehehpddf-1,normal
ehenpmch-1,tumor
ehfalokc-1,tumor
ehffdggh-1,normal
ehgapcpo-1,normal
ehgbgflb-1,normal
ehgbkfcg-1,normal
ehhpdjjn-1,normal
ehimekjl-1,normal
ehiocnld-1,normal
ehjccdgb-1,normal
ehjgephm-1,normal
ehjjlbcf-1,normal
ehjlhdch-1,normal
ehjmmeml-1,normal
ehjmmghn-1,normal
ehkccfel-1,normal
ehkfanfg-1,normal
ehkfnobb-1,normal
ehkfohei-1,normal
ehkldidi-1,normal
ehkpolcl-1,normal
ehlkblnd-1,normal
ehlmkmeo-1,normal
ehmcchfi-1,normal
ehmfmofi-1,normal
ehmkchdj-1,normal
ehmnjaoi-1,normal
ehmoonci-1,normal
ehmpcgjb-1,normal
ehmpehnh-1,normal
ehncemlg-1,normal
ehnghhhg-1,tumor
ehnjpdie-1,tumor
ehnlpadc-1,normal
ehoddhea-1,normal
ehoehgig-1,normal
ehoepehj-1,normal
ehoiknbi-1,normal
eholfgma-1,normal
ehonpmbf-1,normal
ehpadnci-1,normal
ehppnhao-1,normal
eiaapcbh-1,normal
eiaccbdk-1,normal
eiaeckab-1,normal
eialoien-1,normal
eiapcboo-1,normal
eibpeoob-1,tumor
eicdkaed-1,normal
eicfhkgf-1,normal
eichgelh-1,normal
eicjakag-1,normal
eicmglmm-1,normal
eidfeklp-1,normal
eidgjdnp-1,normal
eidiifan-1,normal
eieeeplj-1,normal
eiefmolf-1,normal
eiekopim-1,normal
eiemkkbc-1,normal
eieollhm-1,normal
eifclgbg-1,tumor
eifgodbi-1,normal
eifkccae-1,normal
eigdccib-1,tumor
eighmlpf-1,normal
eihecjgp-1,normal
eihfdmlj-1,normal
eihfonbe-1,normal
eihicloo-1,normal
eiilggma-1,normal
eijdohpk-1,normal
eikbgaae-1,normal
eikgahhg-1,normal
eikiicjm-1,normal
eikikaji-1,normal
eikkdaoh-1,normal
eikmadnc-1,normal
eilabfkn-1,normal
eiledfii-1,normal
eilgdofc-1,normal
eilhkonn-1,normal
eiljiegp-1,normal
eilnhdhk-1,normal
eilockkh-1,normal
eilpbjcm-1,normal
eimcimfg-1,normal
eimcnmoh-1,tumor
eimhkglg-1,normal
eimjgokd-1,normal
eincnflp-1,normal
einjpjlp-1,tumor
einngcco-1,tumor
eipbolfg-1,normal
ejablmga-1,normal
ejadmafl-1,tumor
ejanobce-1,normal
ejbcpljf-1,normal
ejbdepab-1,normal
ejbhkjnh-1,normal
ejbkknpk-1,tumor
ejchfcph-1,normal
ejckafgp-1,normal
ejclpaeg-1,normal
ejcnbjlf-1,normal
ejdfkgjc-1,normal
ejdgkiod-1,tumor
ejdnopah-1,normal
ejeaklha-1,normal
ejeckibl-1,normal
ejecpiod-1,normal
ejejchdp-1,normal
ejelaieb-1,normal
ejfbibld-1,normal
ejfcgdal-1,normal
ejfdkope-1,normal
ejfekckp-1,normal
ejfkhghh-1,normal
