,type_of_sampling,experiment,n_genes,n_counts,mean_countsxcell,nmi,ari,F1score_all,F1score_gain,F1score_loss,AUC_loss,PR_gains,AUC_loss,PR_loss,AUC_gains,n_subsample
132,subsampled,02,500,,20.140379,0.0067925547015406295,0.007796220451750157,0.05928526054916182,0.289924662305949,0,0.5114799019214574,0.000539417764234671,0.5114799019214574,0.0049218981751808395,0.5673570329910513,3
133,subsampled,03,10000,,2618.2256,0.9706014725671813,0.9834074660983882,0.7593245102289969,0.8530317397986622,0.4005542448662427,0.6369429913392364,0.5976254407227527,0.6369429913392364,0.056269362676025184,0.8836166554222591,20
134,subsampled,03,all,,38844.93,0.9885792914456315,0.9929318598598817,0.8806139908066474,0.925383535817829,0.7520922963419329,0.8105685474309958,0.8421064373429781,0.8105685474309958,0.39692625526238107,0.9418221482676007,100
135,subsampled,03,20000,,29054.53,0.9885792914456315,0.9929318598598817,0.8760541600093621,0.9216095341019636,0.7378840766160221,0.8019206626619894,0.8304152609880684,0.8019206626619894,0.35861208245315734,0.9390866693562228,100
136,subsampled,03,10000,,13164.014,0.9764725978878,0.9845341041205067,0.8201125851506609,0.8585019225570392,0.7025439639432224,0.7822333883753617,0.6451564200342913,0.7822333883753617,0.27981074709676557,0.8898915265376709,100
137,subsampled,03,5000,,6109.9844,0.8958699326906511,0.9258846301531449,0.7211844092195513,0.7818816930363405,0.5479476324784724,0.6968387304728855,0.5024940527675236,0.6968387304728855,0.05649318950378024,0.8345185089841249,100
138,subsampled,03,1000,,1421.5063,0.11167026322762214,0.09155307741898329,0.21976418389912833,0.214986635426866,0.21537651864283158,0.5636535968880814,0.00923111028590044,0.5636535968880814,0.009157917577116962,0.5597150916991004,100
139,subsampled,03,all,,27191.451,0.9961591687344548,0.9985057148373415,0.8749647900978013,0.9333960699122013,0.6987162644659916,0.7778950047484181,0.8615313916906592,0.7778950047484181,0.35195354725528144,0.9483429415577694,70
140,subsampled,03,20000,,20307.463,0.9890359962540624,0.9945967851085143,0.8704701221604287,0.930817193650026,0.6769564044960026,0.7652971716136248,0.8532049049846924,0.7652971716136248,0.3037761126906773,0.946578036080982,70
141,subsampled,03,15000,,14080.954,0.9961591687344548,0.9985057148373415,0.863615020284105,0.921345357472376,0.6739564726458154,0.7639941425041686,0.8316445082513761,0.7639941425041686,0.2238258853513636,0.9397963168464714,70
142,subsampled,03,10000,,9166.912,0.9888454106404264,0.9938694016688426,0.8286379433864127,0.8815721568377007,0.6573292020507312,0.7563109955877445,0.69807527307826,0.7563109955877445,0.24617843935086925,0.9078606633813749,70
143,subsampled,03,5000,,4238.3745,0.9188158607494123,0.9457631625507356,0.7270921744272856,0.8097913557028333,0.4745449435536492,0.6646721534307294,0.534765750059247,0.6646721534307294,0.04419603115790818,0.8535457323668159,70
144,subsampled,03,1000,,991.94006,0.02583136490476844,0.024043823000808675,0.22633182487282966,0.21091145170579254,0.2290282606189912,0.5725643036438889,0.007556584544323971,0.5725643036438889,0.009851107477802816,0.5537745753292767,70
145,subsampled,03,500,,473.64825,0.03988235508264572,0.05082873451677373,0.14392865923929227,0.30597820370173845,0.09435880992316438,0.5337479753821996,0.007310510028731864,0.5337479753821996,0.009438664979528243,0.5892438136865713,70
146,subsampled,03,all,,19422.465,0.9961591687344548,0.9985057148373415,0.8701606627373887,0.9333640220849501,0.6760194861790237,0.7644971690506136,0.861268470870734,0.7644971690506136,0.3087046015754912,0.9478406706186987,50
147,subsampled,03,15000,,10056.522,1.0000000000000002,1.0,0.8561095129509508,0.9219376707804752,0.6330058305910768,0.7418119627316159,0.831518589355334,0.7418119627316159,0.17707010017239966,0.9398629623757558,50
148,subsampled,03,10000,,6546.165,0.9890723489129589,0.9946994649336612,0.8184728611285548,0.8789792163889649,0.6169187286872152,0.7349199566535541,0.68715291040718,0.7349199566535541,0.1927346450048398,0.9055540437533156,50
149,subsampled,03,1000,,708.6404,0.017959151673288428,0.014715134255682907,0.19062107663479194,0.19879653835188513,0.17523951369649635,0.5593824335902052,0.006839005380061719,0.5593824335902052,0.008765344265861435,0.5456131963399341,50
150,subsampled,03,500,,338.56308,0.037251927037838924,0.050902330487591074,0.13790173669380737,0.28282556466203873,0.09380679883831998,0.5368669353107045,0.005530698815220475,0.5368669353107045,0.00961096236581877,0.5772404375527189,50
151,subsampled,03,5000,,1210.7516,0.8257233227165731,0.8654758508305546,0.6488786019531768,0.783752376875339,0.15399061071180553,0.554248228870165,0.43204841105195824,0.554248228870165,0.00893573432855091,0.8303763531600913,20
152,subsampled,03,1000,,284.7721,0.015487491769424275,0.018265054866888102,0.13348314161792058,0.1643337783645456,0.08456888885775345,0.5343731952660797,0.005945032679310411,0.5343731952660797,0.007572328957606208,0.5281852637733571,20
153,subsampled,03,500,,136.12144,0.011874911174836359,0.018582742059252685,0.19190148774311974,0.2880987102065337,0.15453390890482535,0.5553695140210593,0.004782630466757817,0.5553695140210593,0.009926813027287481,0.575102059602116,20
154,subsampled,03,all,,3884.493,0.9879186262086105,0.9940606745074858,0.7652940235852324,0.9074334955154694,0.16462178278642767,0.5547979920988305,0.7862431449946568,0.5547979920988305,0.010961622091432406,0.926278105764819,10
155,subsampled,03,20000,,2901.1184,0.9623054043317713,0.9793416959546187,0.7577665125517243,0.9034119693690799,0.09880704572472536,0.5396279150472025,0.772340791730428,0.5396279150472025,0.0069498644069736,0.9233433185953729,10
156,subsampled,03,15000,,2011.1586,0.9643535145355193,0.9807661747181319,0.744158800212018,0.8875829895008048,0.07217588908328006,0.5327105651538905,0.7219822777198133,0.5327105651538905,0.006337644943009136,0.9104766712106037,10
157,subsampled,03,10000,,1308.825,0.8854270680026084,0.9166962205523399,0.6750005235727597,0.794819056776273,0.16233898737313332,0.5551546662158386,0.43341600692622256,0.5551546662158386,0.009612644967704696,0.8366563824526286,10
158,subsampled,03,5000,,604.98816,0.7304510639387913,0.789993907051559,0.5863897738450358,0.7245272650909185,0.06747702650885827,0.5320110598054524,0.29270923998550175,0.5320110598054524,0.0063559507973303085,0.7857205983875358,10
159,subsampled,03,1000,,142.33438,0.00979589460521503,0.009652233316989611,0.08460947372399556,0.13683249417367674,0,0.5148932818817304,0.005412732891225433,0.5148932818817304,0.0074872884500170765,0.5116430483542765,10
160,subsampled,03,500,,68.17981,0.0192364697008964,0.03128188097695119,0.07943115761657425,0.2573037442271841,0,0.5138407586528922,0.0036256325037807885,0.5138407586528922,0.008716967778642398,0.5588532738273312,10
161,subsampled,03,all,,1942.2461,0.9431733305504125,0.9662880262747703,0.7201944124438638,0.8743854053428395,0.05016706419220804,0.5275328500025253,0.6923741203506207,0.5275328500025253,0.006276108325654905,0.8984383282679369,5
162,subsampled,03,20000,,1450.2122,0.9161339832758628,0.9470842553036153,0.7162570232784237,0.8668768313822464,0.032579712771885865,0.5256279269043065,0.666763395699769,0.5256279269043065,0.005889661592616986,0.8926159415843585,5
163,subsampled,03,15000,,1005.3667,0.8966046888207174,0.9335654549650529,0.6963007474732892,0.8405514380966286,0.03576999835912116,0.5278292182786313,0.5896920162641143,0.5278292182786313,0.005990605770984475,0.8710910423284646,5
164,subsampled,03,10000,,654.12146,0.6715505322449955,0.670786733341353,0.5850498201785452,0.7085866751202213,0.06859439944766287,0.5353153005795303,0.26424746395632515,0.5353153005795303,0.006594174450714765,0.7741993623412914,5
165,subsampled,03,5000,,302.35016,0.5525170961084644,0.5873638932838352,0.49849449322691836,0.6340445933514671,0,0.5199830470084095,0.16442891699012,0.5199830470084095,0.00595453959986826,0.7258473536083226,5
166,subsampled,03,1000,,70.98107,0.014426597610585784,0.025477835457706103,0.07088465871294373,0.1054678928997578,0,0.5128199741378607,0.005271952860703771,0.5128199741378607,0.007449887619736386,0.5050608344601382,5
167,subsampled,03,500,,33.94322,0.01675547705004681,0.00899218433985449,0.06822368902992479,0.17785817775449952,0,0.5120019224150231,0.002729076098402335,0.5120019224150231,0.00863469397806417,0.5308408869575452,5
168,subsampled,03,all,,1165.3478,0.8912213387569022,0.9249353167906342,0.6780270468005923,0.8307709216477115,0.03301490551466101,0.5258789261150538,0.5891445555442375,0.5258789261150538,0.006088621713535583,0.8629360342353427,3
169,subsampled,03,20000,,870.08673,0.8427631422129953,0.8810373944484978,0.6726958540095059,0.8208541956561821,0.01803144880400056,0.5237635587532503,0.5511674913336139,0.5237635587532503,0.00580843826856797,0.8552817013886577,3
170,subsampled,03,15000,,603.15533,0.7747702538874339,0.7296136462093507,0.6478654025163152,0.7884240094782553,0.02137084640562933,0.5256142872407696,0.4692118512489133,0.5256142872407696,0.005872899752439922,0.8301141359611791,3
171,subsampled,03,10000,,392.0481,0.48943207869326705,0.4919867279209474,0.5089887737908682,0.6250516444192983,0.03421578351776966,0.5279460446528885,0.1529183163941163,0.5279460446528885,0.006074591487393398,0.7199936968553087,3
172,subsampled,03,5000,,181.28627,0.40406118980995054,0.4237560123170631,0.4559517240942913,0.5767868857313505,0,0.5158774455678219,0.10851913738396744,0.5158774455678219,0.005899909646327809,0.6906656950242487,3
173,subsampled,03,1000,,42.630917,0.0033746332736245012,0.001958541618445357,0.06224592190639491,0.08577680494357458,0,0.5136668375428058,0.00520882423059506,0.5136668375428058,0.007434473667725977,0.4983251033339044,3
174,subsampled,03,500,,20.395899,0.00122157679381062,-0.0012434131838673188,0.0663329371539789,0.14033160298891828,0,0.5081325440335159,0.0025158250872777217,0.5081325440335159,0.008539704466739958,0.5200057009032256,3
175,subsampled,03,all,,776.89825,0.7521793479295301,0.685134403239556,0.6385649071046288,0.7896104118264446,0.009395110585377148,0.5203541605205304,0.4924020371057369,0.5203541605205304,0.005937199908236948,0.8310905167127205,2
176,subsampled,03,20000,,579.7973,0.7282956147755025,0.6873627469234528,0.6279111304449525,0.771840088757672,0.012022733674449823,0.5241596595057628,0.43431702084672125,0.5241596595057628,0.005807272629074655,0.8178807673290394,2
177,subsampled,03,15000,,401.93375,0.6743089372423812,0.5903108283960522,0.598394875235571,0.7342341247920993,0.011749561409985355,0.5258781951377997,0.3490522490552546,0.5258781951377997,0.005841918962252967,0.7903573495661758,2
178,subsampled,03,10000,,261.3194,0.38028716189183326,0.3720785407582397,0.44480704764136814,0.5481811625714036,0.028493362479163908,0.5280577028010189,0.08952092004731624,0.5280577028010189,0.005960245062334914,0.6745419141536297,2
179,subsampled,03,5000,,120.84858,0.27862940862232394,0.2793996242862935,0.3992686176262657,0.5059579212210588,0,0.5177844849822282,0.0681957275914605,0.5177844849822282,0.005915240061525399,0.6509224058324502,2
180,subsampled,03,1000,,28.361198,0.008307577163355402,0.011229180236912707,0.05436990692238503,0.07201712451758453,0,0.5146057380187128,0.005170605427331743,0.5146057380187128,0.0074086387227597,0.49425721518017174,2
181,subsampled,03,500,,13.632492,0.00954184158092896,-0.003937322072174019,0.06114960200666261,0.13098430201424735,0,0.5047661433455423,0.0023938036500797417,0.5047661433455423,0.008495552250631866,0.5210443251134428,2
182,subsampled,03,all,,388.44873,0.6148198731417319,0.5379912347806135,0.572372363751886,0.7150476672718384,0.003328258212524583,0.5225038656674398,0.3267241223270759,0.5225038656674398,0.005971120669518791,0.7773057863023258,1
183,subsampled,03,20000,,289.72397,0.5362770616339041,0.487375840710648,0.5572205555928313,0.691913395313148,0.0043429717314702925,0.5269045790164534,0.2513728587580126,0.5269045790164534,0.005842596188490321,0.760779230774675,1
184,subsampled,03,15000,,200.82886,0.49147106328591167,0.46457317424526473,0.523287649905705,0.6480209937200508,0,0.5261810856302879,0.18705943759479365,0.5261810856302879,0.0058707524679182735,0.7317413479249454,1
185,subsampled,03,10000,,130.57571,0.1894473883160675,0.16457283382171609,0.36843423610688225,0.4579476484728811,0,0.5216898953304787,0.042650341014291535,0.5216898953304787,0.005810531327644326,0.625306647901364,1
186,subsampled,03,5000,,60.367508,0.12610075140390423,0.11089763296857881,0.3453289582155374,0.4318539226392074,0,0.5136876556511437,0.035147655976667774,0.5136876556511437,0.005862426136347888,0.6125067605599354,1
187,subsampled,03,1000,,14.078075,0.0029050471233640447,-0.0007343969938072684,0.04963756992010341,0.05669674379607276,0,0.5059486119071482,0.0051695518661803545,0.5059486119071482,0.007273957523174009,0.49744323737361457,1
188,subsampled,03,500,,6.7539434,0.007469497852966271,0.006641772595687478,0.05293005728668607,0.10862114449536944,0,0.5001998266181165,0.002338966485010683,0.5001998266181165,0.008383517208838436,0.5194321524722304,1
