,type_of_sampling,experiment,n_genes,n_counts,mean_countsxcell,nmi,ari,F1score_all,F1score_gain,F1score_loss,AUC_loss,PR_gains,AUC_loss,PR_loss,AUC_gains,n_subsample
66,subsampled,02,10000,,390.57178,0.24280813898637868,0.24871477470102482,0.5171589303616395,0.6320700840445861,0.003190069371147034,0.5187972598864096,0.11376327871660943,0.5187972598864096,0.0034543592673465973,0.723454524118916,3
67,subsampled,02,5000,,179.1388,0.27425720622975797,0.3316216955762687,0.48489209004186906,0.6072489182663722,0,0.5093385892759241,0.08733202178801987,0.5093385892759241,0.0036868534362326966,0.7065334619240007,3
68,subsampled,02,1000,,42.23659,0.0026536672816819093,0.0022701235260937187,0.07675147027581143,0.04738933280660066,0,0.5033832274745144,0.002468545254530687,0.5033832274745144,0.005401215167284041,0.4847317377106214,3
69,subsampled,02,all,,750.96844,0.631263985459782,0.500715981510987,0.6420495281178609,0.7953701743299745,0,0.5129842273806061,0.4210835393876012,0.5129842273806061,0.003710730931741124,0.8352916853075847,2
70,subsampled,02,20000,,555.1096,0.544347315109796,0.4508062741146344,0.6308983004648542,0.7748681999904808,0,0.5187683572537443,0.33170146440146386,0.5187683572537443,0.0035554228016800365,0.8196559723144202,2
71,subsampled,02,15000,,396.34702,0.3541878424759415,0.3140641063682659,0.6262271599572912,0.7602627559252679,0,0.5186626291795301,0.2957151461107975,0.5186626291795301,0.003567665286922797,0.8083720082263838,2
72,subsampled,02,10000,,260.28235,0.1715169131378682,0.16568986573311778,0.46051626718671684,0.5632591671972939,0,0.5166880198168695,0.06462300496573742,0.5166880198168695,0.0034456249052317416,0.6820757941189395,2
73,subsampled,02,5000,,119.443214,0.11868316184638611,0.09815610710354,0.44067070502708,0.5517106417368313,0,0.5107856844732205,0.05726517746016776,0.5107856844732205,0.003692934267598103,0.6733323035007112,2
74,subsampled,02,1000,,28.182966,0.006469589166572429,0.00990658746452846,0.07099001471106994,0.03670378160972675,0,0.5035671043366594,0.0024644799455672464,0.5035671043366594,0.0053797310393947865,0.48262603534326,2
75,subsampled,02,500,,13.421925,0.007130070913506363,0.004046967677225498,0.06324910441949999,0.37865962542646475,0,0.510642843957087,0.0007426750742161547,0.510642843957087,0.004899005974876556,0.6023963778826984,2
76,subsampled,02,all,,375.48422,0.4639421877347271,0.45351204712186827,0.5627330166196337,0.7039593502939013,0,0.515382174594765,0.2630140533992318,0.515382174594765,0.0037234443860307137,0.7696882370330578,1
77,subsampled,02,20000,,277.70505,0.29267076952268783,0.2960470176632539,0.5389553446182027,0.6680178608819416,0,0.5211285863738435,0.15522452866413522,0.5211285863738435,0.003567232678812212,0.7445839936815498,1
78,subsampled,02,15000,,198.32256,0.19100817012447832,0.18648157591339204,0.5356867529021901,0.6549284031535336,0,0.5214387623323161,0.13778121773706178,0.5214387623323161,0.003585620455256629,0.7352494003205103,1
79,subsampled,02,10000,,130.3541,0.04995681718031931,0.05439833757087023,0.369718246823343,0.4503246902534323,0,0.5173733199640831,0.029502949234418676,0.5173733199640831,0.003450014604132634,0.6211018495719207,1
80,subsampled,02,5000,,59.84306,0.052263973922574015,0.06160687482391058,0.3686846486177454,0.45281103168043296,0,0.5040441114775046,0.02673706517480996,0.5040441114775046,0.003640866233550841,0.6208192101548455,1
81,subsampled,02,1000,,14.152208,0.004119860349649414,0.004989718619865353,0.04900277803236528,0.01177433835727493,0,0.50202872029307,0.002480382631472094,0.50202872029307,0.005356671196879181,0.48333327749391436,1
82,subsampled,02,500,,6.7066245,0.008192537158417869,0.007353817907895239,0.0387918705597687,0.26121734569699645,0,0.5077335261459881,0.0005547956907053929,0.5077335261459881,0.0048621605653827536,0.5643249103920286,1
83,subsampled,03,15000,,20200.03,0.9846881677474947,0.9913089412159027,0.8679395714474684,0.908568839359733,0.7428799393490797,0.8055490422445514,0.8004807701295317,0.8055490422445514,0.2866974310456773,0.9292901922905021,100
84,subsampled,03,500,,680.17065,0.0573428275301907,0.060326351139198764,0.15454750741163822,0.33045009460156094,0.1017256910050429,0.5321859487041773,0.014441436805627855,0.5321859487041773,0.008847528457428951,0.6027315219147671,100
85,subsampled,03,20000,,14504.054,0.9918287098793014,0.9952512006288012,0.8618744611358432,0.9313219575062649,0.631353768449182,0.7402881033585491,0.8537622649393753,0.7402881033585491,0.25058624748899105,0.9466155407873602,50
86,subsampled,03,5000,,3025.784,0.9028829837809788,0.9366247775239916,0.7088921282448405,0.8130350555826609,0.3668669023734873,0.6224717155004703,0.5289320514335258,0.6224717155004703,0.028304600020830854,0.8546071704394478,50
87,subsampled,03,all,,7768.986,1.0000000000000002,1.0,0.8220546340345191,0.9246477831391107,0.4535612089850366,0.6555680851607482,0.8384283147313786,0.6555680851607482,0.09770979919827413,0.9404199864289389,20
88,subsampled,03,20000,,5801.7935,0.992685376993652,0.9953565202512266,0.8153054141356401,0.923292517942268,0.39691082003630584,0.6347462137850495,0.8320738831913942,0.6347462137850495,0.0725808727190333,0.9397986644852391,20
89,subsampled,03,15000,,4022.3508,0.9865567501190958,0.9939549371403524,0.8031334456137362,0.9133016402674905,0.35578952909434275,0.6199622158379751,0.8020828522934632,0.6199622158379751,0.03360361580079808,0.9324345755599192,20
90,subsampled,01,20000,,5498.128,0.7800473553581809,0.8416066600750146,0.7924976886575527,0.8982780948504324,0.48629197196741897,0.6677801301966584,0.6917557738723574,0.6677801301966584,0.018581466421325275,0.9259416348385452,20
91,subsampled,01,10000,,2579.3928,0.5274741725564867,0.5555820587758534,0.7539202491793555,0.8522849676382148,0.3760842713515316,0.625412173871365,0.3830606643186348,0.625412173871365,0.007466700221968301,0.8855266527563883,20
92,subsampled,01,1000,,283.16876,0.015314765215104054,0.01826866803938017,0.12716076899987752,0.15699294287096305,0.08924666029607949,0.5438618612459973,0.0025467459919910384,0.5438618612459973,0.002632888731072312,0.523290396662069,20
93,subsampled,01,500,,134.72949,0.017517256995230154,0.0313498935370073,,,,,,,,,20
94,subsampled,01,all,,3704.75,0.6742829191202585,0.6297636932186905,0.7126166810358696,0.8771378014454765,0.18172685281787135,0.5566914945086818,0.6279227728666489,0.5566914945086818,0.0030031720201157655,0.9065071520805738,10
95,subsampled,01,20000,,2748.8455,0.6483635855382457,0.6932045567432636,0.71754969473222,0.8816302115767786,0.15992499068157837,0.5554474401607075,0.6311112715079304,0.5554474401607075,0.002536013588938824,0.9102755644464064,10
96,subsampled,01,15000,,1957.4305,0.516540083452788,0.5747874790324953,0.7117249455407874,0.8691116938805417,0.07985599923990302,0.5337394440216174,0.6008052583142833,0.5337394440216174,0.001808037644181789,0.8993751994875017,10
97,subsampled,01,5000,,591.1388,0.10849969269455394,0.12971638683519632,0.45399245821555134,0.5512373117542985,0.022941692757811674,0.5112926054798411,0.029491968274738815,0.5112926054798411,0.0013817172031622216,0.6804345778702314,10
98,subsampled,01,500,,67.53391,0.013491632968333566,0.01892209806076211,,,,,,,,,10
99,subsampled,01,all,,1852.3746,0.4315798374853432,0.4932556090429926,0.6745574848873042,0.8622379167433859,0.03019572937554026,0.5181313583385495,0.4995919734267592,0.5181313583385495,0.0018471180661594748,0.89222328580069,5
100,subsampled,01,20000,,1374.4038,0.45084052074338904,0.5065279624060816,0.6841048897692381,0.8664393410040265,0.02261450727027831,0.5194797719420907,0.48652227919183677,0.5194797719420907,0.001720133865581225,0.8956436175521013,5
101,subsampled,01,15000,,978.58124,0.4311309905241829,0.4882755896582544,0.6854229198005545,0.8480362411867789,0.022328872981215168,0.5213511149351037,0.431487952391748,0.5213511149351037,0.0016523788396369137,0.8797693237314906,5
102,subsampled,01,10000,,645.5828,0.12968194762317944,0.15867329814879208,0.5750007629646235,0.7041233880852895,0.029558706720606908,0.5212749957648201,0.08603052025318897,0.5212749957648201,0.0014068758881727102,0.7699800276824533,5
103,subsampled,01,1000,,70.91088,0.004873949339930081,0.0033391633788770747,0.06457704167316909,0.088562849232241,0,0.5175534126894744,0.002155049930032831,0.5175534126894744,0.002361097511261634,0.4964138595322212,5
104,subsampled,01,all,,1111.4243,0.3867495292453073,0.44077936908590376,0.6455394798312162,0.8331953508856228,0.012382923198098788,0.5179911633136318,0.372193354053221,0.5179911633136318,0.00184710166193711,0.8664481690178614,3
105,subsampled,01,20000,,824.9724,0.3323319400703243,0.3951224367706428,0.6525877755879842,0.8343837817992109,0.005566815622267766,0.5194375489039547,0.37414516552564103,0.5194375489039547,0.0017275040887202175,0.8674362338452875,3
106,subsampled,01,15000,,587.1577,0.2977571599821148,0.31100193281655925,0.6541043644129824,0.8165572023155623,0.005440719355160351,0.521941613425851,0.3247031498829407,0.521941613425851,0.0016578390258364095,0.8528561905973409,3
107,subsampled,01,10000,,387.3896,0.09370283600131009,0.10256416555375002,0.4833855897475879,0.6036542894929985,0.0009083879429793463,0.5194772543352263,0.03237423155981618,0.5194772543352263,0.001408427297563784,0.7055193422851034,3
108,subsampled,01,5000,,177.2571,0.04369209221209559,0.05589730476294475,0.3206145318854439,0.3889009969491063,0,0.5095307899486624,0.008534905925746735,0.5095307899486624,0.001383517633216575,0.5962831576810959,3
109,subsampled,01,1000,,42.41956,0.006864316665320926,0.009934921064248177,0.08507901948098694,0.0652036746876311,0,0.5010108753605591,0.0021345874827089664,0.5010108753605591,0.0022682076412510947,0.48831554139905997,3
110,subsampled,01,all,,740.9495,0.2347638905429405,0.25389857229539414,0.6227490960141845,0.8043777163008592,0.009556020416890658,0.5149892450958509,0.24129002852758835,0.5149892450958509,0.001835612378415611,0.8422786666609955,2
111,subsampled,01,20000,,549.4574,0.275948490690671,0.2793667906162986,0.6317871632659234,0.8099295414613,0,0.5171749799341374,0.2451780219770223,0.5171749799341374,0.0017259973119264497,0.8467732005804529,2
112,subsampled,01,15000,,390.7831,0.23693038457540583,0.2591952025342954,0.6267699734236105,0.7846273698074716,0,0.5198302775177902,0.2073156326595641,0.5198302775177902,0.0016566383653195452,0.8274030151690247,2
113,subsampled,01,10000,,258.05756,0.01495785207051378,0.012007959337860247,0.4292829509305434,0.5356498841552289,0,0.518194143880741,0.01694872276887684,0.518194143880741,0.0014050778122941974,0.6657668378080921,2
114,subsampled,01,5000,,117.95268,0.01847033510721983,0.03855784166888183,0.2823436973743867,0.3364398308360688,0,0.5075757467888558,0.006284743915809831,0.5075757467888558,0.0013764881448661715,0.571864786061698,2
115,subsampled,01,500,,13.373817,0.0070200641327343,0.008441654868816335,,,,,,,,,2
116,subsampled,01,all,,370.47476,0.15609695564285275,0.18242766268872632,0.5702667229680386,0.745453000630826,0,0.5166835384648868,0.13909550368472492,0.5166835384648868,0.0018510103686585492,0.7977807330354809,1
117,subsampled,01,10000,,129.17271,0.005729027162860032,0.008676275269233879,0.38365237666847557,0.4784755275753525,0,0.5210807915787431,0.011851030617803864,0.5210807915787431,0.0014145271417348353,0.6339640453835496,1
118,subsampled,01,5000,,59.209778,0.007266083785952872,0.007198277098421885,0.27528997392232013,0.3302755506153853,0,0.5126686412584339,0.005715529461174439,0.5126686412584339,0.0013910260464523724,0.5674435364902292,1
119,subsampled,01,1000,,14.092271,0.003666339037908146,0.00682928896660515,0.03729571782345322,0.022781313469847426,0,0.5050546332815544,0.0021438831907364085,0.5050546332815544,0.002282852329034311,0.4874382345720876,1
120,subsampled,02,20000,,5550.7856,0.960069031563381,0.9794732679457762,0.8263722976685773,0.925579346789657,0.4436295200000014,0.6505225693651744,0.8131552289555382,0.6505225693651744,0.0503888167388137,0.9455038305144621,20
121,subsampled,02,15000,,3959.6743,0.894079386344561,0.9328986437956333,0.8093160980493067,0.9171123493514228,0.3443294164673973,0.6133012335390927,0.79901710762381,0.6133012335390927,0.01787682740735845,0.9384693130335516,20
122,subsampled,02,10000,,2600.1743,0.8425591756073166,0.8988459512108683,0.7982810671301126,0.8733460600281462,0.4968578751079678,0.6732215885436562,0.6511179484189932,0.6732215885436562,0.055714103057039915,0.9017117584158517,20
123,subsampled,02,5000,,1195.3407,0.6122422140895587,0.6775520670508288,0.703723242179172,0.8380013318847623,0.18506646689453557,0.5561101398939522,0.4824634718445554,0.5561101398939522,0.0059238558139052796,0.8718596301802469,20
124,subsampled,02,1000,,282.1806,0.01644761330759328,0.029151569827317758,0.07506617369811978,0.09753099603498523,0.0324456926269155,0.5197786800146174,0.0025146415615435206,0.5197786800146174,0.005536832591372725,0.5070468819291267,20
125,subsampled,02,500,,134.49606,0.016884511863659708,0.01879714805790433,0.1554732462441763,0.3532282425433404,0.12915831710392434,0.5491963572471561,0.0006920849544092276,0.5491963572471561,0.005718367493383442,0.5973743367004725,20
126,subsampled,02,all,,3754.8423,0.9011427472866675,0.9347645429791667,0.7934636332893926,0.9111685955412485,0.34768676403359533,0.6120536397917754,0.7637433173192753,0.6120536397917754,0.02569395884098216,0.9325671599622163,10
127,subsampled,02,20000,,2775.089,0.866264519383485,0.8986322525136575,0.7736621877783658,0.9041894829964561,0.2043418727735041,0.5669694014237017,0.7371756726705604,0.5669694014237017,0.007244695782893833,0.9269990529986236,10
128,subsampled,02,15000,,1979.1948,0.7853291787556212,0.8243137038081457,0.7576289470649109,0.8946115599358766,0.09508887465580028,0.5386715941111619,0.7128072679108364,0.5386715941111619,0.004113308438891727,0.9188751454595057,10
129,subsampled,02,10000,,1300.0709,0.5911197063185465,0.6530790847835487,0.707467798646694,0.8202762977236414,0.19266081485876838,0.5656126133433392,0.4682437363611397,0.5656126133433392,0.006883750143330414,0.8568633836604729,10
130,subsampled,02,5000,,597.9819,0.5152537995816383,0.6071934447904943,0.6196517776921298,0.7704041472363456,0.00982178228226107,0.5118964895980368,0.301837791057743,0.5118964895980368,0.0036895346401926423,0.8170388440480156,10
131,subsampled,02,500,,67.15931,0.013565858579011608,0.03230068306351609,0.04009639755682054,0.2863046122715797,0,0.518844116504617,0.0005288295287028583,0.518844116504617,0.0050295798669708295,0.5653352068018216,10
