,gene_names
3226,FBXO45
3227,NRROS
3228,PIGX
3229,PAK2
3230,SENP5
3231,NCBP2
3232,NCBP2AS2
3233,PIGZ
3234,MELTF
3235,DLG1
3236,BDH1
3237,RUBCN
3238,FYTTD1
3239,LRCH3
3240,IQCG
3241,LMLN
3242,ZNF595
3243,ZNF718
3244,ZNF141
3245,PIGG
3246,PDE6B
3247,ATP5ME
3248,MYL5
3249,SLC49A3
3250,PCGF3
3251,CPLX1
3252,GAK
3253,TMEM175
3254,DGKQ
3255,IDUA
3256,FGFRL1
3257,RNF212
3258,SPON2
3259,MAEA
3260,UVSSA
3261,FAM53A
3262,SLBP
3263,TACC3
3264,TMEM129
3265,FGFR3
3266,LETM1
3267,NSD2
3268,NELFA
3269,C4orf48
3270,NAT8L
3271,POLN
3272,HAUS3
3273,MXD4
3274,ZFYVE28
3275,RNF4
3276,FAM193A
3277,TNIP2
3278,SH3BP2
3279,ADD1
3280,MFSD10
3281,NOP14
3282,GRK4
3283,HTT
3284,MSANTD1
3285,RGS12
3286,DOK7
3287,LRPAP1
3288,ADRA2C
3289,TMEM128
3290,LYAR
3291,ZBTB49
3292,NSG1
3293,MSX1
3294,CYTL1
3295,STK32B
3296,EVC2
3297,EVC
3298,CRMP1
3299,WFS1
3300,PPP2R2C
3301,MAN2B2
3302,MRFAP1
3303,S100P
3304,MRFAP1L1
3305,BLOC1S4
3306,KIAA0232
3307,TBC1D14
3308,CCDC96
3309,TADA2B
3310,GRPEL1
3311,SORCS2
3312,AFAP1
3313,ABLIM2
3314,SH3TC1
3315,HTRA3
3316,ACOX3
3317,TRMT44
3318,SLC2A9
3319,WDR1
3320,ZNF518B
3321,CLNK
3322,HS3ST1
3323,RAB28
3324,NKX3-2
3325,BOD1L1
3326,CPEB2
3327,C1QTNF7
3328,CC2D2A
3329,FBXL5
3330,FAM200B
3331,BST1
3332,CD38
3333,FGFBP1
3334,FGFBP2
3335,PROM1
3336,TAPT1
3337,LDB2
3338,QDPR
3339,LAP3
3340,MED28
3341,DCAF16
3342,NCAPG
3343,LCORL
3344,SLIT2
3345,PACRGL
3346,ADGRA3
3347,PPARGC1A
3348,DHX15
3349,SOD3
3350,CCDC149
3351,LGI2
3352,SEPSECS
3353,PI4K2B
3354,ZCCHC4
3355,ANAPC4
3356,SEL1L3
3357,SMIM20
3358,RBPJ
3359,TBC1D19
3360,STIM2
3361,PCDH7
3362,ARAP2
3363,DTHD1
3364,C4orf19
3365,RELL1
3366,PGM2
3367,TBC1D1
3368,PTTG2
3369,KLF3
3370,TLR10
3371,TLR1
3372,TLR6
3373,FAM114A1
3374,TMEM156
3375,KLHL5
3376,WDR19
3377,RFC1
3378,LIAS
3379,UGDH
3380,SMIM14
3381,UBE2K
3382,PDS5A
3383,N4BP2
3384,RHOH
3385,RBM47
3386,NSUN7
3387,APBB2
3388,UCHL1
3389,LIMCH1
3390,PHOX2B
3391,TMEM33
3392,SLC30A9
3393,BEND4
3394,SHISA3
3395,ATP8A1
3396,GUF1
3397,GNPDA2
3398,GABRA2
3399,GABRB1
3400,COMMD8
3401,ATP10D
3402,CORIN
3403,NFXL1
3404,NIPAL1
3405,CNGA1
3406,TXK
3407,TEC
3408,SLAIN2
3409,FRYL
3410,OCIAD1
3411,OCIAD2
3412,CWH43
3413,DCUN1D4
3414,LRRC66
3415,SGCB
3416,SPATA18
3417,USP46
3418,ERVMER34-1
3419,SCFD2
3420,FIP1L1
3421,LNX1
3422,CHIC2
3423,PDGFRA
3424,KIT
3425,KDR
3426,SRD5A3
3427,TMEM165
3428,CLOCK
3429,NMU
3430,EXOC1
3431,CEP135
3432,CRACD
3433,AASDH
3434,PPAT
3435,PAICS
3436,SRP72
3437,HOPX
3438,SPINK2
3439,REST
3440,NOA1
3441,POLR2B
3442,IGFBP7
3443,ADGRL3
3444,CENPC
3445,STAP1
3446,UBA6
3447,YTHDC1
3448,UGT2B17
3449,UGT2A3
3450,SULT1B1
3451,SULT1E1
3452,ODAM
3453,FDCSP
3454,JCHAIN
3455,UTP3
3456,RUFY3
3457,GRSF1
3458,MOB1B
3459,DCK
3460,SLC4A4
3461,ADAMTS3
3462,COX18
3463,ANKRD17
3464,RASSF6
3465,CXCL8
3466,CXCL6
3467,CXCL1
3468,PPBP
3469,CXCL5
3470,CXCL3
3471,CXCL2
3472,MTHFD2L
3473,EREG
3474,AREG
3475,BTC
3476,PARM1
3477,RCHY1
3478,THAP6
3479,CDKL2
3480,G3BP2
3481,USO1
3482,NAAA
3483,SDAD1
3484,CXCL9
3485,ART3
3486,CXCL10
3487,CXCL11
3488,NUP54
3489,SCARB2
3490,FAM47E
3491,STBD1
3492,SHROOM3
3493,SOWAHB
3494,SEPTIN11
3495,CCNI
3496,CCNG2
3497,CXCL13
3498,CNOT6L
3499,FRAS1
3500,ANXA3
3501,BMP2K
3502,PAQR3
3503,ANTXR2
3504,PRDM8
3505,BMP3
3506,PRKG2
3507,RASGEF1B
3508,HNRNPD
3509,HNRNPDL
3510,ENOPH1
3511,TMEM150C
3512,SCD5
3513,SEC31A
3514,THAP9
3515,LIN54
3516,COPS4
3517,PLAC8
3518,COQ2
3519,HPSE
3520,HELQ
3521,ABRAXAS1
3522,GPAT3
3523,CDS1
3524,WDFY3
3525,ARHGAP24
3526,MAPK10
3527,PTPN13
3528,SLC10A6
3529,C4orf36
3530,AFF1
3531,KLHL8
3532,HSD17B13
3533,HSD17B11
3534,NUDT9
3535,SPARCL1
3536,SPP1
3537,PKD2
3538,ABCG2
3539,PPM1K
3540,HERC6
3541,HERC5
3542,PYURF
3543,HERC3
3544,NAP1L5
3545,FAM13A
3546,TIGD2
3547,GPRIN3
3548,SNCA
3549,MMRN1
3550,CCSER1
3551,ATOH1
3552,SMARCAD1
3553,HPGDS
3554,PDLIM5
3555,BMPR1B
3556,UNC5C
3557,STPG2
3558,RAP1GDS1
3559,TSPAN5
3560,EIF4E
3561,ADH5
3562,ADH6
3563,ADH1B
3564,ADH1C
3565,TRMT10A
3566,MTTP
3567,DAPP1
3568,LAMTOR3
3569,DNAJB14
3570,H2AZ1
3571,DDIT4L
3572,EMCN
3573,PPP3CA
3574,BANK1
3575,SLC39A8
3576,NFKB1
3577,MANBA
3578,UBE2D3
3579,CISD2
3580,SLC9B2
3581,BDH2
3582,CENPE
3583,CXXC4
3584,TET2
3585,PPA2
3586,ARHGEF38
3587,INTS12
3588,GSTCD
3589,NPNT
3590,TBCK
3591,AIMP1
3592,DKK2
3593,PAPSS1
3594,SGMS2
3595,CYP2U1
3596,HADH
3597,LEF1
3598,OSTC
3599,COL25A1
3600,SEC24B
3601,MCUB
3602,CASP6
3603,PLA2G12A
3604,CFI
3605,GAR1
3606,RRH
3607,LRIT3
3608,EGF
3609,ELOVL6
3610,ENPEP
3611,PITX2
3612,FAM241A
3613,AP1AR
3614,TIFA
3615,ALPK1
3616,ZGRF1
3617,LARP7
3618,ANK2
3619,CAMK2D
3620,ARSJ
3621,UGT8
3622,TRAM1L1
3623,PRSS12
3624,METTL14
3625,SEC24D
3626,SYNPO2
3627,USP53
3628,C4orf3
3629,FABP2
3630,PDE5A
3631,MAD2L1
3632,PRDM5
3633,NDNF
3634,TNIP3
3635,ANXA5
3636,EXOSC9
3637,CCNA2
3638,BBS7
3639,IL21
3640,BBS12
3641,FGF2
3642,SPATA5
3643,SPRY1
3644,ANKRD50
3645,FAT4
3646,INTU
3647,HSPA4L
3648,PLK4
3649,MFSD8
3650,ABHD18
3651,LARP1B
3652,PGRMC2
3653,JADE1
3654,SCLT1
3655,C4orf33
3656,PABPC4L
3657,PCDH18
3658,SLC7A11
3659,NOCT
3660,ELF2
3661,NDUFC1
3662,NAA15
3663,RAB33B
3664,SETD7
3665,MGST2
3666,MAML3
3667,ELMOD2
3668,TBC1D9
3669,RNF150
3670,ZNF330
3671,IL15
3672,INPP4B
3673,USP38
3674,GAB1
3675,SMARCA5
3676,HHIP
3677,ANAPC10
3678,ABCE1
3679,OTUD4
3680,SMAD1
3681,MMAA
3682,ZNF827
3683,LSM6
3684,SLC10A7
3685,EDNRA
3686,TMEM184C
3687,PRMT9
3688,ARHGAP10
3689,NR3C2
3690,IQCM
3691,DCLK2
3692,LRBA
3693,MAB21L2
3694,SH3D19
3695,GATB
3696,FBXW7
3697,TMEM154
3698,TIGD4
3699,ARFIP1
3700,FHDC1
3701,TRIM2
3702,MND1
3703,TMEM131L
3704,TLR2
3705,SFRP2
3706,PLRG1
3707,MAP9
3708,GUCY1A1
3709,GUCY1B1
3710,TDO2
3711,CTSO
3712,PDGFC
3713,GASK1B
3714,TMEM144
3715,C4orf46
3716,ETFDH
3717,PPID
3718,FNIP2
3719,RAPGEF2
3720,NAF1
3721,NPY1R
3722,TMA16
3723,MARCHF1
3724,SMIM31
3725,TMEM192
3726,KLHL2
3727,MSMO1
3728,CPE
3729,TLL1
3730,ANXA10
3731,DDX60
3732,DDX60L
3733,PALLD
3734,CBR4
3735,SH3RF1
3736,NEK1
3737,CLCN3
3738,HPF1
3739,MFAP3L
3740,AADAT
3741,GALNTL6
3742,GALNT7
3743,HMGB2
3744,SAP30
3745,HAND2
3746,FBXO8
3747,CEP44
3748,HPGD
3749,GPM6A
3750,ASB5
3751,SPCS3
3752,VEGFC
3753,NEIL3
3754,AGA
3755,TENM3
3756,DCTD
3757,WWC2
3758,CDKN2AIP
3759,ING2
3760,RWDD4
3761,TRAPPC11
3762,STOX2
3763,IRF2
3764,CASP3
3765,PRIMPOL
3766,CENPU
3767,ACSL1
3768,SLC25A4
3769,CFAP97
3770,SNX25
3771,LRP2BP
3772,ANKRD37
3773,UFSP2
3774,CCDC110
3775,PDLIM3
3776,SORBS2
3777,TLR3
3778,FAM149A
3779,CYP4V2
3780,KLKB1
3781,MTNR1A
3782,FAT1
3783,FRG1
3784,CCDC127
3785,SDHA
3786,PDCD6
3787,AHRR
3788,EXOC3
3789,SLC9A3
3790,CEP72
3791,TPPP
3792,ZDHHC11B
3793,BRD9
3794,TRIP13
3795,NKD2
3796,SLC12A7
3797,SLC6A19
3798,TERT
3799,CLPTM1L
3800,LPCAT1
3801,NDUFS6
3802,IRX2
3803,ADAMTS16
3804,MED10
3805,UBE2QL1
3806,NSUN2
3807,SRD5A1
3808,TENT4A
3809,ADCY2
3810,MTRR
3811,FASTKD3
3812,SEMA5A
3813,ATPSCKMT
3814,CMBL
3815,MARCHF6
3816,ANKRD33B
3817,DAP
3818,TRIO
3819,OTULINL
3820,OTULIN
3821,ANKH
3822,FBXL7
3823,ZNF622
3824,RETREG1
3825,MYO10
3826,BASP1
3827,CDH6
3828,DROSHA
3829,C5orf22
3830,PDZD2
3831,GOLPH3
3832,MTMR12
3833,ZFR
3834,SUB1
3835,NPR3
3836,TARS1
3837,ADAMTS12
3838,SLC45A2
3839,AMACR
3840,C1QTNF3
3841,RAI14
3842,RAD1
3843,BRIX1
3844,DNAJC21
3845,PRLR
3846,SPEF2
3847,IL7R
3848,LMBRD2
3849,SKP2
3850,NADK2
3851,SLC1A3
3852,NIPBL
3853,CPLANE1
3854,NUP155
3855,WDR70
3856,GDNF
3857,EGFLAM
3858,LIFR
3859,OSMR
3860,RICTOR
3861,FYB1
3862,DAB2
3863,TTC33
3864,PTGER4
3865,PRKAA1
3866,CARD6
3867,C7
3868,PLCXD3
3869,OXCT1
3870,FBXO4
3871,GHR
3872,SELENOP
3873,ANXA2R
3874,ZNF131
3875,HMGCS1
3876,CCL28
3877,TMEM267
3878,C5orf34
3879,PAIP1
3880,NNT
3881,FGF10
3882,EMB
3883,PARP8
3884,ISL1
3885,PELO
3886,ITGA1
3887,ITGA2
3888,MOCS2
3889,FST
3890,NDUFS4
3891,ARL15
3892,SNX18
3893,ESM1
3894,GZMK
3895,GZMA
3896,GPX8
3897,MCIDAS
3898,CCNO
3899,DHX29
3900,MTREX
3901,PLPP1
3902,SLC38A9
3903,ANKRD55
3904,MAP3K1
3905,SETD9
3906,MIER3
3907,GPBP1
3908,PLK2
3909,GAPT
3910,RAB3C
3911,PDE4D
3912,DEPDC1B
3913,ELOVL7
3914,ERCC8
3915,NDUFAF2
3916,SMIM15
3917,ZSWIM6
3918,KIF2A
3919,DIMT1
3920,IPO11
3921,RNF180
3922,RGS7BP
3923,SREK1IP1
3924,CWC27
3925,ADAMTS6
3926,CENPK
3927,PPWD1
3928,TRIM23
3929,TRAPPC13
3930,SHLD3
3931,SGTB
3932,NLN
3933,ERBIN
3934,MAST4
3935,CD180
3936,PIK3R1
3937,SLC30A5
3938,CCNB1
3939,CENPH
3940,CDK7
3941,CCDC125
3942,AK6
3943,TAF9
3944,RAD17
3945,MARVELD2
3946,OCLN
3947,BDP1
3948,MCCC2
3949,CARTPT
3950,MAP1B
3951,PTCD2
3952,ZNF366
3953,TNPO1
3954,FCHO2
3955,TMEM171
3956,FOXD1
3957,BTF3
3958,ANKRA2
3959,UTP15
3960,ARHGEF28
3961,ENC1
3962,HEXB
3963,GFM2
3964,NSA2
3965,FAM169A
3966,GCNT4
3967,ANKRD31
3968,HMGCR
3969,CERT1
3970,POLK
3971,ANKDD1B
3972,POC5
3973,SV2C
3974,IQGAP2
3975,F2RL2
3976,F2R
3977,F2RL1
3978,S100Z
3979,AGGF1
3980,ZBED3
3981,PDE8B
3982,WDR41
3983,AP3B1
3984,SCAMP1
3985,LHFPL2
3986,ARSB
3987,BHMT2
3988,JMY
3989,HOMER1
3990,TENT2
3991,CMYA5
3992,MTX3
3993,THBS4
3994,SERINC5
3995,ZFYVE16
3996,FAM151B
3997,DHFR
3998,MSH3
3999,RASGRF2
4000,CKMT2
4001,ZCCHC9
4002,SSBP2
4003,ATG10
4004,TMEM167A
4005,XRCC4
4006,VCAN
4007,HAPLN1
4008,EDIL3
4009,COX7C
4010,RASA1
4011,CCNH
4012,TMEM161B
4013,MEF2C
4014,CETN3
4015,MBLAC2
4016,POLR3G
4017,LYSMD3
4018,ADGRV1
4019,ARRDC3
4020,NR2F1
4021,FAM172A
4022,POU5F2
4023,KIAA0825
4024,SLF1
4025,MCTP1
4026,ARSK
4027,GPR150
4028,RHOBTB3
4029,GLRX
4030,ELL2
4031,PCSK1
4032,CAST
4033,ERAP1
4034,ERAP2
4035,LNPEP
4036,RIOK2
4037,RGMB
4038,CHD1
4039,FAM174A
4040,ST8SIA4
4041,SLCO4C1
4042,PAM
4043,GIN1
4044,PPIP5K2
4045,NUDT12
4046,EFNA5
4047,FBXL17
4048,FER
4049,PJA2
4050,MAN2A1
4051,TMEM232
4052,SLC25A46
4053,TSLP
4054,WDR36
4055,CAMK4
4056,STARD4
4057,NREP
4058,EPB41L4A
4059,APC
4060,SRP19
4061,REEP5
4062,DCP2
4063,MCC
4064,YTHDC2
4065,KCNN2
4066,TRIM36
4067,PGGT1B
4068,CCDC112
4069,FEM1C
4070,TICAM2
4071,TMED7
4072,CDO1
4073,ATG12
4074,LVRN
4075,COMMD10
4076,SEMA6A
4077,DTWD2
4078,DMXL1
4079,TNFAIP8
4080,HSD17B4
4081,PRR16
4082,SRFBP1
4083,LOX
4084,ZNF474
4085,SNCAIP
4086,SNX2
4087,SNX24
4088,PPIC
4089,PRDM6
4090,CEP120
4091,CSNK1G3
4092,ZNF608
4093,GRAMD2B
4094,ALDH7A1
4095,PHAX
4096,LMNB1
4097,MARCHF3
4098,MEGF10
4099,PRRC1
4100,CCDC192
4101,SLC12A2
4102,FBN2
4103,ISOC1
4104,ADAMTS19
4105,CHSY3
4106,HINT1
4107,LYRM7
4108,CDC42SE2
4109,RAPGEF6
4110,FNIP1
4111,ACSL6
4112,CSF2
4113,P4HA2
4114,PDLIM4
4115,SLC22A4
4116,SLC22A5
4117,IRF1
4118,RAD50
4119,IL13
4120,KIF3A
4121,CCNI2
4122,SEPTIN8
4123,SOWAHA
4124,SHROOM1
4125,UQCRQ
4126,LEAP2
4127,AFF4
4128,HSPA4
4129,C5orf15
4130,VDAC1
4131,TCF7
4132,PPP2CA
4133,CDKL3
4134,UBE2B
4135,CDKN2AIPNL
4136,JADE2
4137,SAR1B
4138,SEC24A
4139,CAMLG
4140,DDX46
4141,C5orf24
4142,TXNDC15
4143,CATSPER3
4144,PITX1
4145,MACROH2A1
4146,TIFAB
4147,SLC25A48
4148,CXCL14
4149,TGFBI
4150,SMAD5
4151,SMIM32
4152,SPOCK1
4153,KLHL3
4154,HNRNPA0
4155,MYOT
4156,FAM13B
4157,NME5
4158,BRD8
4159,KIF20A
4160,CDC23
4161,GFRA3
4162,CDC25C
4163,FAM53C
4164,KDM3B
4165,REEP2
4166,EGR1
4167,ETF1
4168,HSPA9
4169,CTNNA1
4170,SIL1
4171,PAIP2
4172,SLC23A1
4173,MZB1
4174,SPATA24
4175,DNAJC18
4176,ECSCR
4177,SMIM33
4178,STING1
4179,UBE2D2
4180,CXXC5
4181,NRG2
4182,PURA
4183,IGIP
4184,CYSTM1
4185,PFDN1
4186,HBEGF
4187,ANKHD1
4188,SRA1
4189,EIF4EBP3
4190,APBB3
4191,SLC35A4
4192,CD14
4193,NDUFA2
4194,TMCO6
4195,IK
4196,WDR55
4197,DND1
4198,HARS1
4199,HARS2
4200,ZMAT2
4201,PCDHA4
4202,PCDHAC1
4203,PCDHB2
4204,PCDHB3
4205,PCDHB4
4206,PCDHB7
4207,PCDHB16
4208,PCDHB9
4209,PCDHB10
4210,PCDHB11
4211,PCDHB12
4212,PCDHB13
4213,PCDHB14
4214,PCDHB15
4215,TAF7
4216,PCDHGA1
4217,PCDHGA2
4218,PCDHGA3
4219,PCDHGA5
4220,PCDHGA6
4221,PCDHGA7
4222,PCDHGA8
4223,PCDHGA9
4224,PCDHGB6
4225,PCDHGA10
4226,PCDHGB7
4227,PCDHGA11
4228,PCDHGA12
4229,PCDHGC3
4230,DIAPH1
4231,HDAC3
4232,RELL2
4233,FCHSD1
4234,ARAP3
4235,PCDH1
4236,DELE1
4237,PCDH12
4238,RNF14
4239,GNPDA1
4240,NDFIP1
4241,SPRY4
4242,FGF1
4243,ARHGAP26
4244,NR3C1
4245,YIPF5
4246,KCTD16
4247,PRELID2
4248,SH3RF2
4249,PLAC8L1
4250,LARS1
4251,RBM27
4252,TCERG1
4253,DPYSL3
4254,JAKMIP2
4255,SPINK1
4256,MARCOL
4257,SPINK13
4258,FBXO38
4259,HTR4
4260,ADRB2
4261,SH3TC2
4262,ABLIM3
4263,AFAP1L1
4264,GRPEL2
4265,PCYOX1L
4266,IL17B
4267,CSNK1A1
4268,ARHGEF37
4269,PPARGC1B
4270,SLC26A2
4271,TIGD6
4272,HMGXB3
4273,CSF1R
4274,PDGFRB
4275,CDX1
4276,SLC6A7
4277,ARSI
4278,TCOF1
4279,CD74
4280,NDST1
4281,SYNPO
4282,RBM22
4283,DCTN4
4284,SMIM3
4285,ZNF300
4286,GPX3
4287,TNIP1
4288,ANXA6
4289,CCDC69
4290,GM2A
4291,SLC36A1
4292,SPARC
4293,ATOX1
4294,NMUR2
4295,FAM114A2
4296,MFAP3
4297,GALNT10
4298,SAP30L
4299,HAND1
4300,LARP1
4301,FAXDC2
4302,CNOT8
4303,GEMIN5
4304,SGCD
4305,TIMD4
4306,HAVCR1
4307,HAVCR2
4308,MED7
4309,ITK
4310,CYFIP2
4311,ADAM19
4312,THG1L
4313,LSM11
4314,CLINT1
4315,EBF1
4316,RNF145
4317,UBLCP1
4318,IL12B
4319,ADRA1B
4320,TTC1
4321,PWWP2A
4322,FABP6
4323,CCNJL
4324,C1QTNF2
4325,SLU7
4326,PTTG1
4327,ATP10B
4328,GABRB2
4329,CCNG1
4330,NUDCD2
4331,HMMR
4332,MAT2B
4333,WWC1
4334,RARS1
4335,PANK3
4336,SLIT3
4337,SPDL1
4338,DOCK2
4339,FOXI1
4340,LCP2
4341,KCNMB1
4342,GABRP
4343,RANBP17
4344,FGF18
4345,FBXW11
4346,STK10
4347,UBTD2
4348,SH3PXD2B
4349,NEURL1B
4350,DUSP1
4351,ERGIC1
4352,ATP6V0E1
4353,CREBRF
4354,BNIP1
4355,STC2
4356,BOD1
4357,CPEB4
4358,NSG2
4359,MSX2
4360,SFXN1
4361,HRH2
4362,CPLX2
4363,SIMC1
4364,KIAA1191
4365,ARL10
4366,NOP16
4367,HIGD2A
4368,CLTB
4369,FAF2
4370,RNF44
4371,CDHR2
4372,GPRIN1
4373,TSPAN17
4374,HK3
4375,UIMC1
4376,ZNF346
4377,FGFR4
4378,NSD1
4379,RAB24
4380,MXD3
4381,LMAN2
4382,RGS14
4383,F12
4384,GRK6
4385,PRR7
4386,DBN1
4387,PDLIM7
4388,DOK3
4389,DDX41
4390,FAM193B
4391,TMED9
4392,B4GALT7
4393,N4BP3
4394,RMND5B
4395,NHP2
4396,PHYKPL
4397,COL23A1
4398,CLK4
4399,ZNF354A
4400,ZNF354B
4401,ZNF454
4402,ZNF879
4403,ZNF354C
4404,ADAMTS2
4405,RUFY1
4406,CANX
4407,MAML1
4408,LTC4S
4409,MGAT4B
4410,SQSTM1
4411,MRNIP
4412,TBC1D9B
4413,RNF130
4414,RASGEF1C
4415,MAPK9
4416,GFPT2
4417,CNOT6
4418,FLT4
4419,MGAT1
4420,ZFP62
4421,BTNL8
4422,BTNL3
4423,TRIM7
4424,TRIM41
4425,RACK1
4426,TRIM52
4427,DUSP22
4428,IRF4
4429,EXOC2
4430,HUS1B
4431,FOXQ1
4432,FOXF2
4433,FOXC1
4434,GMDS
4435,WRNIP1
4436,SERPINB1
4437,SERPINB9
4438,SERPINB6
4439,NQO2
4440,RIPK1
4441,BPHL
4442,TUBB2A
4443,TUBB2B
4444,PSMG4
4445,SLC22A23
4446,PXDC1
4447,FAM50B
4448,PRPF4B
4449,ECI2
4450,CDYL
4451,RPP40
4452,PPP1R3G
4453,LYRM4
4454,FARS2
4455,NRN1
4456,F13A1
4457,LY86
4458,RREB1
4459,SSR1
4460,RIOK1
4461,DSP
4462,SNRNP48
4463,BMP6
4464,TXNDC5
4465,BLOC1S5
4466,EEF1E1
4467,SLC35B3
4468,TFAP2A
4469,GCNT2
4470,C6orf52
4471,PAK1IP1
4472,TMEM14C
4473,TMEM14B
4474,ELOVL2
4475,SMIM13
4476,NEDD9
4477,TMEM170B
4478,ADTRP
4479,EDN1
4480,PHACTR1
4481,TBC1D7
4482,GFOD1
4483,SIRT5
4484,NOL7
4485,RANBP9
4486,MCUR1
4487,RNF182
4488,CD83
4489,JARID2
4490,DTNBP1
4491,MYLIP
4492,GMPR
4493,ATXN1
4494,STMND1
4495,RBM24
4496,CAP2
4497,FAM8A1
4498,NUP153
4499,KIF13A
4500,NHLRC1
4501,TPMT
4502,KDM1B
4503,DEK
4504,RNF144B
4505,ID4
4506,MBOAT1
4507,E2F3
4508,CDKAL1
4509,SOX4
4510,NRSN1
4511,DCDC2
4512,MRS2
4513,GPLD1
4514,ALDH5A1
4515,KIAA0319
4516,TDP2
4517,ACOT13
4518,C6orf62
4519,GMNN
4520,RIPOR2
4521,CARMIL1
4522,SCGN
4523,SLC17A4
4524,TRIM38
4525,H1-1
4526,H4C2
4527,H2BC3
4528,H1-2
4529,HFE
4530,H4C3
4531,H2AC6
4532,H1-4
4533,H2BC8
4534,H2AC8
4535,H1-3
4536,H2BC9
4537,H3C8
4538,BTN3A2
4539,BTN2A2
4540,BTN3A1
4541,BTN3A3
4542,BTN2A1
4543,HMGN4
4544,ABT1
4545,ZNF322
4546,H2AC11
4547,PRSS16
4548,ZNF391
4549,ZNF184
4550,H3C10
4551,H4C11
4552,H2AC15
4553,H2BC15
4554,H1-5
4555,ZNF165
4556,ZSCAN16
4557,ZKSCAN8
4558,ZSCAN9
4559,ZKSCAN4
4560,ZSCAN26
4561,PGBD1
4562,ZSCAN31
4563,ZKSCAN3
4564,ZSCAN12
4565,ZSCAN23
4566,TRIM27
4567,ZNF311
4568,MAS1L
4569,UBD
4570,GABBR1
4571,PPP1R11
4572,RNF39
4573,TRIM31
4574,TRIM40
4575,TRIM10
4576,TRIM15
4577,TRIM26
4578,TRIM39
4579,RPP21
4580,GNL1
4581,PRR3
4582,ABCF1
4583,PPP1R10
4584,ATAT1
4585,C6orf136
4586,DHX16
4587,PPP1R18
4588,NRM
4589,MDC1
4590,TUBB
4591,FLOT1
4592,IER3
4593,DDR1
4594,GTF2H4
4595,VARS2
4596,SFTA2
4597,PSORS1C1
4598,CCHCR1
4599,TCF19
4600,MICA
4601,DDX39B
4602,ATP6V1G2
4603,NFKBIL1
4604,LTA
4605,TNF
4606,LTB
4607,LST1
4608,NCR3
4609,AIF1
4610,PRRC2A
4611,BAG6
4612,APOM
4613,C6orf47
4614,GPANK1
4615,CSNK2B
4616,LY6G5B
4617,ABHD16A
4618,LY6G6D
4619,LY6G6C
4620,DDAH2
4621,CLIC1
4622,MSH5
4623,SAPCD1
4624,VWA7
4625,VARS1
4626,LSM2
4627,HSPA1A
4628,HSPA1B
4629,SNHG32
4630,NEU1
4631,SLC44A4
4632,EHMT2
4633,C2
4634,ZBTB12
4635,CFB
4636,NELFE
4637,DXO
4638,STK19
4639,CYP21A2
4640,TNXB
4641,ATF6B
4642,FKBPL
4643,PRRT1
4644,PPT2
4645,EGFL8
4646,AGPAT1
4647,RNF5
4648,AGER
4649,PBX2
4650,GPSM3
4651,TAP2
4652,PSMB8
4653,PSMB9
4654,TAP1
4655,BRD2
4656,COL11A2
4657,RXRB
4658,SLC39A7
4659,HSD17B8
4660,RING1
4661,VPS52
4662,B3GALT4
4663,WDR46
4664,PFDN6
4665,RGL2
4666,TAPBP
4667,ZBTB22
4668,DAXX
4669,KIFC1
4670,PHF1
4671,CUTA
4672,SYNGAP1
4673,ZBTB9
4674,BAK1
4675,ITPR3
4676,UQCC2
4677,LEMD2
4678,HMGA1
4679,SMIM29
4680,NUDT3
4681,PACSIN1
4682,SPDEF
4683,ILRUN
4684,SNRPC
4685,TAF11
4686,ANKS1A
4687,SCUBE3
4688,ZNF76
4689,DEF6
4690,PPARD
4691,FANCE
4692,TEAD3
4693,FKBP5
4694,SRPK1
4695,MAPK14
4696,MAPK13
4697,BRPF3
4698,BNIP5
4699,ETV7
4700,KCTD20
4701,STK38
4702,SRSF3
4703,CDKN1A
4704,RAB44
4705,CPNE5
4706,PPIL1
4707,C6orf89
4708,PI16
4709,MTCH1
4710,FGD2
4711,PIM1
4712,TMEM217
4713,TBC1D22B
4714,RNF8
4715,CMTR1
4716,CCDC167
4717,MDGA1
4718,ZFAND3
4719,BTBD9
4720,GLO1
4721,SAYSD1
4722,KCNK5
4723,KCNK17
4724,DAAM2
4725,MOCS1
4726,UNC5CL
4727,OARD1
4728,NFYA
4729,TREML1
4730,TREM2
4731,TREML2
4732,TREM1
4733,FOXP4
4734,MDFI
4735,TFEB
4736,PGC
4737,FRS3
4738,TOMM6
4739,USP49
4740,MED20
4741,BYSL
4742,CCND3
4743,TAF8
4744,C6orf132
4745,GUCA1B
4746,TRERF1
4747,UBR2
4748,TBCC
4749,BICRAL
4750,C6orf226
4751,PTCRA
4752,CNPY3
4753,PEX6
4754,PPP2R5D
4755,MEA1
4756,KLHDC3
4757,RRP36
4758,CUL7
4759,KLC4
4760,PTK7
4761,SRF
4762,CUL9
4763,DNPH1
4764,TTBK1
4765,CRIP3
4766,ZNF318
4767,TJAP1
4768,LRRC73
4769,POLR1C
4770,YIPF3
4771,XPO5
4772,POLH
4773,GTPBP2
4774,MAD2L1BP
4775,VEGFA
4776,TMEM63B
4777,SLC29A1
4778,HSP90AB1
4779,SLC35B2
4780,NFKBIE
4781,AARS2
4782,CDC5L
4783,SUPT3H
4784,RUNX2
4785,CLIC5
4786,ENPP4
4787,ENPP5
4788,RCAN2
4789,CYP39A1
4790,SLC25A27
4791,TDRD6
4792,PLA2G7
4793,MEP1A
4794,ADGRF5
