,gene_names
1653,SOS1
1654,MAP4K3
1655,TMEM178A
1656,THUMPD2
1657,SLC8A1
1658,PKDCC
1659,EML4
1660,COX7A2L
1661,KCNG3
1662,MTA3
1663,OXER1
1664,HAAO
1665,ZFP36L2
1666,THADA
1667,PLEKHH2
1668,DYNC2LI1
1669,LRPPRC
1670,PPM1B
1671,SLC3A1
1672,PREPL
1673,CAMKMT
1674,SRBD1
1675,PRKCE
1676,EPAS1
1677,ATP6V1E2
1678,RHOQ
1679,PIGF
1680,CRIPT
1681,SOCS5
1682,MCFD2
1683,TTC7A
1684,CALM2
1685,EPCAM
1686,MSH2
1687,KCNK12
1688,MSH6
1689,FBXO11
1690,FOXN2
1691,PPP1R21
1692,STON1
1693,NRXN1
1694,ASB3
1695,CHAC2
1696,ERLEC1
1697,PSME4
1698,ACYP2
1699,SPTBN1
1700,EML6
1701,RTN4
1702,CLHC1
1703,MTIF2
1704,CCDC88A
1705,CFAP36
1706,PPP4R3B
1707,EFEMP1
1708,CCDC85A
1709,VRK2
1710,FANCL
1711,BCL11A
1712,PAPOLG
1713,REL
1714,PUS10
1715,PEX13
1716,C2orf74
1717,USP34
1718,XPO1
1719,FAM161A
1720,CCT4
1721,COMMD1
1722,B3GNT2
1723,TMEM17
1724,EHBP1
1725,OTX1
1726,WDPCP
1727,MDH1
1728,UGP2
1729,VPS54
1730,PELI1
1731,LGALSL
1732,AFTPH
1733,SERTAD2
1734,SLC1A4
1735,CEP68
1736,RAB1A
1737,ACTR2
1738,SPRED2
1739,MEIS1
1740,ETAA1
1741,PNO1
1742,PPP3R1
1743,CNRIP1
1744,PLEK
1745,FBXO48
1746,ARHGAP25
1747,ANTXR1
1748,GFPT1
1749,NFU1
1750,AAK1
1751,ANXA4
1752,GMCL1
1753,SNRNP27
1754,MXD1
1755,ASPRV1
1756,PCBP1
1757,C2orf42
1758,TIA1
1759,PCYOX1
1760,SNRPG
1761,FAM136A
1762,TGFA
1763,ADD2
1764,CLEC4F
1765,CD207
1766,TEX261
1767,ANKRD53
1768,NAGK
1769,MCEE
1770,MPHOSPH10
1771,PAIP2B
1772,ZNF638
1773,DYSF
1774,CYP26B1
1775,EXOC6B
1776,SPR
1777,SFXN5
1778,RAB11FIP5
1779,SMYD5
1780,PRADC1
1781,FBXO41
1782,EGR4
1783,ALMS1
1784,TPRKB
1785,DUSP11
1786,STAMBP
1787,ACTG2
1788,DGUOK
1789,TET3
1790,BOLA3
1791,MOB1A
1792,MTHFD2
1793,DCTN1
1794,C2orf81
1795,WDR54
1796,RTKN
1797,INO80B
1798,WBP1
1799,MOGS
1800,CCDC142
1801,TTC31
1802,LBX2
1803,PCGF1
1804,DQX1
1805,AUP1
1806,HTRA2
1807,LOXL3
1808,DOK1
1809,SEMA4F
1810,HK2
1811,POLE4
1812,TACR1
1813,EVA1A
1814,GCFC2
1815,REG3G
1816,REG1B
1817,REG1A
1818,REG3A
1819,CTNNA2
1820,SUCLG1
1821,DNAH6
1822,TRABD2A
1823,TMSB10
1824,KCMF1
1825,TCF7L1
1826,TGOLN2
1827,RETSAT
1828,ELMOD3
1829,CAPG
1830,SH2D6
1831,MAT2A
1832,GGCX
1833,VAMP8
1834,VAMP5
1835,RNF181
1836,TMEM150A
1837,USP39
1838,C2orf68
1839,GNLY
1840,ATOH8
1841,ST3GAL5
1842,POLR1A
1843,IMMT
1844,REEP1
1845,KDM3A
1846,CHMP3
1847,RNF103
1848,RMND5A
1849,CD8A
1850,PLGLB2
1851,KRCC1
1852,FABP1
1853,THNSL2
1854,EIF2AK3
1855,RPIA
1856,IGKC
1857,MAL
1858,ZNF514
1859,ZNF2
1860,PROM2
1861,KCNIP3
1862,FAHD2A
1863,GPAT2
1864,ASTL
1865,DUSP2
1866,STARD7
1867,TMEM127
1868,CIAO1
1869,SNRNP200
1870,ITPRIPL1
1871,NCAPH
1872,NEURL3
1873,ARID5A
1874,KANSL3
1875,LMAN2L
1876,CNNM4
1877,CNNM3
1878,ANKRD39
1879,SEMA4C
1880,FAM178B
1881,FAHD2B
1882,ANKRD36
1883,COX5B
1884,ACTR1B
1885,C2orf92
1886,ZAP70
1887,TMEM131
1888,CNGA3
1889,INPP4A
1890,COA5
1891,UNC50
1892,MGAT4A
1893,TSGA10
1894,C2orf15
1895,LIPT1
1896,MITD1
1897,LYG1
1898,TXNDC9
1899,EIF5B
1900,REV1
1901,AFF3
1902,LONRF2
1903,CHST10
1904,PDCL3
1905,NPAS2
1906,TBC1D8
1907,CNOT11
1908,RNF149
1909,CREG2
1910,MAP4K4
1911,IL1R2
1912,IL1R1
1913,IL1RL2
1914,IL1RL1
1915,IL18R1
1916,IL18RAP
1917,SLC9A2
1918,MFSD9
1919,TMEM182
1920,TGFBRAP1
1921,C2orf49
1922,FHL2
1923,NCK2
1924,ECRG4
1925,UXS1
1926,CD8B2
1927,ST6GAL2
1928,SULT1C2
1929,SULT1C4
1930,GCC2
1931,CCDC138
1932,EDAR
1933,SH3RF3
1934,SEPTIN10
1935,SOWAHC
1936,MALL
1937,NPHP1
1938,MTLN
1939,BUB1
1940,ACOXL
1941,BCL2L11
1942,ANAPC1
1943,MERTK
1944,TMEM87B
1945,FBLN7
1946,ZC3H8
1947,ZC3H6
1948,TTL
1949,POLR1B
1950,CHCHD5
1951,SLC20A1
1952,CKAP2L
1953,IL1A
1954,IL1B
1955,IL37
1956,IL1RN
1957,PSD4
1958,PAX8
1959,SLC35F5
1960,ACTR3
1961,DPP10
1962,DDX18
1963,CCDC93
1964,INSIG2
1965,MARCO
1966,STEAP3
1967,C2orf76
1968,DBI
1969,TMEM37
1970,TMEM177
1971,PTPN4
1972,EPB41L5
1973,TMEM185B
1974,RALB
1975,INHBB
1976,GLI2
1977,TFCP2L1
1978,CLASP1
1979,NIFK
1980,TSN
1981,GYPC
1982,BIN1
1983,CYP27C1
1984,ERCC3
1985,MAP3K2
1986,PROC
1987,IWS1
1988,MYO7B
1989,LIMS2
1990,WDR33
1991,SFT2D3
1992,POLR2D
1993,AMMECR1L
1994,SAP130
1995,UGGT1
1996,HS6ST1
1997,SMPD4
1998,CCDC115
1999,IMP4
2000,PTPN18
2001,ARHGEF4
2002,FAM168B
2003,PLEKHB2
2004,GPR39
2005,LYPD1
2006,NCKAP5
2007,MGAT5
2008,TMEM163
2009,CCNT2
2010,RAB3GAP1
2011,ZRANB3
2012,R3HDM1
2013,UBXN4
2014,MCM6
2015,DARS1
2016,CXCR4
2017,HNMT
2018,SPOPL
2019,KYNU
2020,ARHGAP15
2021,GTDC1
2022,ZEB2
2023,ACVR2A
2024,ORC4
2025,MBD5
2026,EPC2
2027,KIF5C
2028,LYPD6B
2029,LYPD6
2030,MMADHC
2031,RND3
2032,RBM43
2033,NMI
2034,TNFAIP6
2035,RIF1
2036,NEB
2037,ARL5A
2038,CACNB4
2039,STAM2
2040,FMNL2
2041,PRPF40A
2042,ARL6IP6
2043,RPRM
2044,GALNT13
2045,KCNJ3
2046,NR4A2
2047,GPD2
2048,GALNT5
2049,ERMN
2050,CYTIP
2051,ACVR1C
2052,ACVR1
2053,PKP4
2054,TANC1
2055,WDSUB1
2056,BAZ2B
2057,MARCHF7
2058,CD302
2059,LY75
2060,PLA2R1
2061,ITGB6
2062,RBMS1
2063,TANK
2064,PSMD14
2065,SLC4A10
2066,DPP4
2067,GCG
2068,FAP
2069,IFIH1
2070,GCA
2071,FIGN
2072,GRB14
2073,COBLL1
2074,SLC38A11
2075,SCN3A
2076,CSRNP3
2077,GALNT3
2078,TTC21B
2079,SCN9A
2080,SCN7A
2081,B3GALT1
2082,STK39
2083,CERS6
2084,NOSTRIN
2085,SPC25
2086,DHRS9
2087,BBS5
2088,FASTKD1
2089,PPIG
2090,PHOSPHO2
2091,KLHL23
2092,METTL5
2093,UBR3
2094,SP5
2095,ERICH2
2096,GAD1
2097,GORASP2
2098,TLK1
2099,METTL8
2100,DCAF17
2101,CYBRD1
2102,DYNC1I2
2103,SLC25A12
2104,HAT1
2105,METAP1D
2106,DLX1
2107,DLX2
2108,ITGA6
2109,PDK1
2110,RAPGEF4
2111,MAP3K20
2112,CDCA7
2113,SP3
2114,CIR1
2115,SCRN3
2116,GPR155
2117,WIPF1
2118,CHRNA1
2119,CHN1
2120,ATF2
2121,ATP5MC3
2122,LNPK
2123,HOXD13
2124,HOXD12
2125,HOXD11
2126,HOXD10
2127,HOXD9
2128,HOXD8
2129,HOXD3
2130,HOXD4
2131,HOXD1
2132,MTX2
2133,HNRNPA3
2134,NFE2L2
2135,AGPS
2136,TTC30A
2137,PDE11A
2138,RBM45
2139,OSBPL6
2140,PRKRA
2141,PJVK
2142,FKBP7
2143,PLEKHA3
2144,TTN
2145,CCDC141
2146,SESTD1
2147,CWC22
2148,UBE2E3
2149,ITGA4
2150,CERKL
2151,NEUROD1
2152,ITPRID2
2153,PDE1A
2154,DNAJC10
2155,FRZB
2156,NCKAP1
2157,DUSP19
2158,NUP35
2159,ZC3H15
2160,ITGAV
2161,FAM171B
2162,CALCRL
2163,TFPI
2164,GULP1
2165,COL3A1
2166,COL5A2
2167,WDR75
2168,SLC40A1
2169,ASNSD1
2170,ANKAR
2171,OSGEPL1
2172,ORMDL1
2173,PMS1
2174,C2orf88
2175,HIBCH
2176,INPP1
2177,MFSD6
2178,NEMP2
2179,NAB1
2180,GLS
2181,STAT1
2182,STAT4
2183,MYO1B
2184,NABP1
2185,CAVIN2
2186,TMEFF2
2187,SLC39A10
2188,DNAH7
2189,STK17B
2190,HECW2
2191,CCDC150
2192,GTF3C3
2193,C2orf66
2194,PGAP1
2195,ANKRD44
2196,SF3B1
2197,COQ10B
2198,HSPD1
2199,HSPE1
2200,MOB4
2201,RFTN2
2202,MARS2
2203,PLCL1
2204,SATB2
2205,FTCDNL1
2206,C2orf69
2207,TYW5
2208,MAIP1
2209,SPATS2L
2210,KCTD18
2211,SGO2
2212,AOX1
2213,BZW1
2214,CLK1
2215,PPIL3
2216,NIF3L1
2217,ORC2
2218,NDUFB3
2219,CFLAR
2220,CASP10
2221,CASP8
2222,FLACC1
2223,TRAK2
2224,STRADB
2225,TMEM237
2226,ALS2
2227,CDK15
2228,FZD7
2229,NOP58
2230,BMPR2
2231,FAM117B
2232,ICA1L
2233,WDR12
2234,CARF
2235,NBEAL1
2236,CYP20A1
2237,ABI2
2238,RAPH1
2239,CD28
2240,CTLA4
2241,ICOS
2242,PARD3B
2243,NRP2
2244,INO80D
2245,NDUFS1
2246,EEF1B2
2247,ZDBF2
2248,ADAM23
2249,FASTKD2
2250,KLF7
2251,CREB1
2252,METTL21A
2253,CCNYL1
2254,FZD5
2255,PLEKHM3
2256,IDH1
2257,PIKFYVE
2258,MAP2
2259,RPE
2260,KANSL1L
2261,LANCL1
2262,CPS1
2263,IKZF2
2264,SPAG16
2265,BARD1
2266,ABCA12
2267,ATIC
2268,FN1
2269,MREG
2270,PECR
2271,XRCC5
2272,SMARCAL1
2273,IGFBP2
2274,IGFBP5
2275,TNS1
2276,RUFY4
2277,CXCR2
2278,CXCR1
2279,ARPC2
2280,GPBAR1
2281,AAMP
2282,PNKD
2283,TMBIM1
2284,SLC11A1
2285,CTDSP1
2286,VIL1
2287,USP37
2288,CNOT9
2289,ZNF142
2290,BCS1L
2291,RNF25
2292,STK36
2293,TTLL4
2294,CYP27A1
2295,WNT6
2296,WNT10A
2297,CDK5R2
2298,CRYBA2
2299,IHH
2300,NHEJ1
2301,SLC23A3
2302,CNPPD1
2303,RETREG2
2304,ZFAND2B
2305,ABCB6
2306,ATG9A
2307,ANKZF1
2308,GLB1L
2309,STK16
2310,TUBA4A
2311,DNAJB2
2312,PTPRN
2313,DNPEP
2314,DES
2315,SPEG
2316,GMPPA
2317,CHPF
2318,TMEM198
2319,OBSL1
2320,STK11IP
2321,SLC4A3
2322,EPHA4
2323,SGPP2
2324,FARSB
2325,MOGAT1
2326,ACSL3
2327,KCNE4
2328,SCG2
2329,AP1S3
2330,WDFY1
2331,SERPINE2
2332,FAM124B
2333,CUL3
2334,DOCK10
2335,IRS1
2336,RHBDD1
2337,COL4A4
2338,COL4A3
2339,MFF
2340,TM4SF20
2341,AGFG1
2342,SLC19A3
2343,CCL20
2344,PID1
2345,DNER
2346,TRIP12
2347,FBXO36
2348,SLC16A14
2349,SP110
2350,SP140
2351,SP140L
2352,SP100
2353,CAB39
2354,ITM2C
2355,GPR55
2356,C2orf72
2357,PSMD1
2358,ARMC9
2359,B3GNT7
2360,NCL
2361,NMUR1
2362,PDE6D
2363,COPS7B
2364,NPPC
2365,DIS3L2
2366,ALPG
2367,ALPI
2368,PRSS56
2369,TIGD1
2370,EIF4E2
2371,EFHD1
2372,GIGYF2
2373,KCNJ13
2374,SNORC
2375,NGEF
2376,INPP5D
2377,ATG16L1
2378,DGKD
2379,USP40
2380,UGT1A10
2381,UGT1A9
2382,UGT1A1
2383,HJURP
2384,ARL4C
2385,SH3BP4
2386,AGAP1
2387,ACKR3
2388,COPS8
2389,COL6A3
2390,MLPH
2391,RAB17
2392,LRRFIP1
2393,RBM44
2394,RAMP1
2395,UBE2F
2396,SCLY
2397,ESPNL
2398,ERFE
2399,ILKAP
2400,HES6
2401,PER2
2402,TRAF3IP1
2403,ASB1
2404,TWIST2
2405,HDAC4
2406,NDUFA10
2407,COPS9
2408,GPC1
2409,ANKMY1
2410,DUSP28
2411,RNPEPL1
2412,GPR35
2413,KIF1A
2414,AGXT
2415,MAB21L4
2416,SNED1
2417,MTERF4
2418,PASK
2419,PPP1R7
2420,HDLBP
2421,SEPTIN2
2422,FARP2
2423,STK25
2424,BOK
2425,THAP4
2426,ATG4B
2427,DTYMK
2428,ING5
2429,D2HGDH
2430,NEU4
2431,PDCD1
2432,RTP5
2433,CHL1
2434,CNTN4
2435,IL5RA
2436,TRNT1
2437,CRBN
2438,SUMF1
2439,LRRN1
2440,SETMAR
2441,ITPR1
2442,BHLHE40
2443,ARL8B
2444,EDEM1
2445,LMCD1
2446,SSUH2
2447,OXTR
2448,RAD18
2449,SRGAP3
2450,THUMPD3
2451,SETD5
2452,MTMR14
2453,BRPF1
2454,OGG1
2455,CAMK1
2456,TADA3
2457,ARPC4
2458,TTLL3
2459,RPUSD3
2460,CIDEC
2461,JAGN1
2462,IL17RC
2463,CRELD1
2464,EMC3
2465,FANCD2
2466,BRK1
2467,VHL
2468,IRAK2
2469,TATDN2
2470,SEC13
2471,SLC6A1
2472,HRH1
2473,ATG7
2474,VGLL4
2475,TAMM41
2476,SYN2
2477,TIMP4
2478,PPARG
2479,TSEN2
2480,MKRN2OS
2481,MKRN2
2482,RAF1
2483,CAND2
2484,IQSEC1
2485,NUP210
2486,HDAC11
2487,FBLN2
2488,CHCHD4
2489,TMEM43
2490,XPC
2491,LSM3
2492,SLC6A6
2493,GRIP2
2494,CCDC174
2495,FGD5
2496,NR2C2
2497,RBSN
2498,CAPN7
2499,SH3BP5
2500,METTL6
2501,EAF1
2502,COLQ
2503,HACL1
2504,BTD
2505,ANKRD28
2506,GALNT15
2507,DPH3
2508,OXNAD1
2509,RFTN1
2510,PLCL2
2511,TBC1D5
2512,SATB1
2513,KCNH8
2514,RAB5A
2515,KAT2B
2516,SGO1
2517,ZNF385D
2518,UBE2E2
2519,UBE2E1
2520,NKIRAS1
2521,NR1D2
2522,THRB
2523,RARB
2524,TOP2B
2525,NGLY1
2526,OXSM
2527,NEK10
2528,SLC4A7
2529,EOMES
2530,CMC1
2531,AZI2
2532,ZCWPW2
2533,RBMS3
2534,TGFBR2
2535,STT3B
2536,OSBPL10
2537,ZNF860
2538,GPD1L
2539,CMTM8
2540,CMTM7
2541,CMTM6
2542,DYNC1LI1
2543,CNOT10
2544,CCR4
2545,GLB1
2546,TMPPE
2547,CRTAP
2548,SUSD5
2549,FBXL2
2550,UBP1
2551,CLASP2
2552,PDCD6IP
2553,DCLK3
2554,TRANK1
2555,EPM2AIP1
2556,MLH1
2557,LRRFIP2
2558,ITGA9
2559,CTDSPL
2560,VILL
2561,PLCD1
2562,DLEC1
2563,ACAA1
2564,MYD88
2565,OXSR1
2566,XYLB
2567,ACVR2B
2568,EXOG
2569,SCN11A
2570,WDR48
2571,GORASP1
2572,TTC21A
2573,CSRNP1
2574,XIRP1
2575,CCR8
2576,SLC25A38
2577,MYRIP
2578,EIF1B
2579,ZNF619
2580,ZNF620
2581,ZNF621
2582,CTNNB1
2583,ULK4
2584,TRAK1
2585,VIPR1
2586,SEC22C
2587,SS18L2
2588,NKTR
2589,ZBTB47
2590,CCDC13
2591,HIGD1A
2592,ACKR2
2593,ZNF662
2594,KRBOX1
2595,GASK1A
2596,POMGNT2
2597,SNRK
2598,ANO10
2599,ABHD5
2600,TCAIM
2601,ZNF445
2602,ZNF852
2603,ZKSCAN7
2604,ZNF197
2605,ZNF35
2606,ZNF502
2607,ZNF501
2608,KIAA1143
2609,KIF15
2610,TMEM42
2611,ZDHHC3
2612,EXOSC7
2613,CLEC3B
2614,CDCP1
2615,TMEM158
2616,LARS2
2617,LIMD1
2618,SACM1L
2619,SLC6A20
2620,LZTFL1
2621,CCR9
2622,FYCO1
2623,CXCR6
2624,XCR1
2625,CCR1
2626,CCR2
2627,CCR5
2628,CCRL2
2629,LTF
2630,LRRC2
2631,FAM240A
2632,ALS2CL
2633,CCDC12
2634,NBEAL2
2635,KIF9
2636,KLHL18
2637,PTPN23
2638,SCAP
2639,ELP6
2640,CSPG5
2641,SMARCC1
2642,DHX30
2643,MAP4
2644,CDC25A
2645,ZNF589
2646,NME6
2647,PLXNB1
2648,CCDC51
2649,TMA7
2650,ATRIP
2651,SHISA5
2652,PFKFB4
2653,UCN2
2654,COL7A1
2655,UQCRC1
2656,TMEM89
2657,SLC26A6
2658,CELSR3
2659,NCKIPSD
2660,IP6K2
2661,PRKAR2A
2662,SLC25A20
2663,ARIH2OS
2664,ARIH2
2665,P4HTM
2666,WDR6
2667,DALRD3
2668,NDUFAF3
2669,IMPDH2
2670,QRICH1
2671,QARS1
2672,USP19
2673,LAMB2
2674,CCDC71
2675,KLHDC8B
2676,C3orf62
2677,USP4
2678,RHOA
2679,TCTA
2680,AMT
2681,NICN1
2682,DAG1
2683,APEH
2684,MST1
2685,GMPPB
2686,IP6K1
2687,INKA1
2688,UBA7
2689,TRAIP
2690,MST1R
2691,MON1A
2692,RBM6
2693,RBM5
2694,SEMA3F
2695,GNAI2
2696,SEMA3B
2697,IFRD2
2698,HYAL3
2699,NAA80
2700,HYAL1
2701,HYAL2
2702,TUSC2
2703,RASSF1
2704,ZMYND10
2705,NPRL2
2706,CYB561D2
2707,TMEM115
2708,CACNA2D2
2709,C3orf18
2710,HEMK1
2711,CISH
2712,MAPKAPK3
2713,MANF
2714,RBM15B
2715,DCAF1
2716,RAD54L2
2717,TEX264
2718,RRP9
2719,PARP3
2720,PCBP4
2721,ABHD14B
2722,ABHD14A
2723,ACY1
2724,DUSP7
2725,POC1A
2726,ALAS1
2727,TLR9
2728,TWF2
2729,PPM1M
2730,WDR82
2731,GLYCTK
2732,DNAH1
2733,BAP1
2734,SEMA3G
2735,TNNC1
2736,NISCH
2737,STAB1
2738,NT5DC2
2739,PBRM1
2740,GNL3
2741,GLT8D1
2742,SPCS1
2743,NEK4
2744,ITIH3
2745,MUSTN1
2746,STIMATE
2747,SFMBT1
2748,RFT1
2749,PRKCD
2750,DCP1A
2751,CACNA1D
2752,CHDH
2753,IL17RB
2754,ACTR8
2755,SELENOK
2756,CACNA2D3
2757,WNT5A
2758,ERC2
2759,CCDC66
2760,TASOR
2761,ARHGEF3
2762,SPATA12
2763,IL17RD
2764,APPL1
2765,PDE12
2766,ARF4
2767,DENND6A
2768,SLMAP
2769,FLNB
2770,DNASE1L3
2771,ABHD6
2772,RPP14
2773,PXK
2774,PDHB
2775,KCTD6
2776,ACOX2
2777,FAM107A
2778,FAM3D
2779,FHIT
2780,PTPRG
2781,C3orf14
2782,CADPS
2783,THOC7
2784,ATXN7
2785,PSMD6
2786,PRICKLE2
2787,ADAMTS9
2788,MAGI1
2789,SLC25A26
2790,LRIG1
2791,KBTBD8
2792,SUCLG2
2793,EOGT
2794,TMF1
2795,UBA3
2796,ARL6IP5
2797,FRMD4B
2798,MITF
2799,FOXP1
2800,EIF4E3
2801,GPR27
2802,PROK2
2803,RYBP
2804,SHQ1
2805,GXYLT2
2806,PPP4R2
2807,EBLN2
2808,PDZRN3
2809,CNTN3
2810,ZNF717
2811,ROBO2
2812,ROBO1
2813,GBE1
2814,CADM2
2815,VGLL3
2816,CHMP2B
2817,CGGBP1
2818,ZNF654
2819,C3orf38
2820,EPHA3
2821,PROS1
2822,ARL13B
2823,STX19
2824,DHFR2
2825,NSUN3
2826,ARL6
2827,CRYBG3
2828,RIOX2
2829,CLDND1
2830,GPR15
2831,CPOX
2832,ST3GAL6
2833,DCBLD2
2834,COL8A1
2835,CMSS1
2836,FILIP1L
2837,TBC1D23
2838,NIT2
2839,TOMM70
2840,LNP1
2841,TMEM45A
2842,ADGRG7
2843,TFG
2844,ABI3BP
2845,SENP7
2846,TRMT10C
2847,ZBTB11
2848,CEP97
2849,NXPE3
2850,NFKBIZ
2851,ALCAM
2852,CBLB
2853,BBX
2854,CD47
2855,IFT57
2856,HHLA2
2857,MYH15
2858,CIP2A
2859,DZIP3
2860,RETNLB
2861,TRAT1
2862,C3orf85
2863,NECTIN3
2864,CD96
2865,ZBED2
2866,PLCXD2
2867,PHLDB2
2868,ABHD10
2869,TAGLN3
2870,C3orf52
2871,GCSAM
2872,CD200
2873,ATG3
2874,SLC35A5
2875,CCDC80
2876,CD200R1
2877,GTPBP8
2878,NEPRO
2879,BOC
2880,CFAP44
2881,SPICE1
2882,SIDT1
2883,USF3
2884,NAA50
2885,ATP6V1A
2886,GRAMD1C
2887,ZDHHC23
2888,CCDC191
2889,QTRT2
2890,ZNF80
2891,TIGIT
2892,ZBTB20
2893,GAP43
2894,LSAMP
2895,B4GALT4
2896,ARHGAP31
2897,TMEM39A
2898,POGLUT1
2899,TIMMDC1
2900,CD80
2901,ADPRH
2902,PLA1A
2903,POPDC2
2904,COX17
2905,NR1I2
2906,GSK3B
2907,LRRC58
2908,FSTL1
2909,NDUFB4
2910,HGD
2911,RABL3
2912,GTF2E1
2913,POLQ
2914,HCLS1
2915,GOLGB1
2916,IQCB1
2917,EAF2
2918,SLC15A2
2919,ILDR1
2920,CD86
2921,CSTA
2922,FAM162A
2923,WDR5B
2924,KPNA1
2925,PARP9
2926,DTX3L
2927,PARP15
2928,PARP14
2929,HSPBAP1
2930,SLC49A4
2931,SEMA5B
2932,PDIA5
2933,SEC22A
2934,ADCY5
2935,HACD2
2936,MYLK
2937,CCDC14
2938,KALRN
2939,UMPS
2940,ITGB5
2941,MUC13
2942,HEG1
2943,SLC12A8
2944,ZNF148
2945,SNX4
2946,OSBPL11
2947,SLC41A3
2948,ALDH1L1
2949,KLF15
2950,ZXDC
2951,CHST13
2952,TXNRD3
2953,CHCHD6
2954,PLXNA1
2955,TPRA1
2956,MCM2
2957,PODXL2
2958,ABTB1
2959,MGLL
2960,KBTBD12
2961,SEC61A1
2962,RUVBL1
2963,EEFSEC
2964,GATA2
2965,RPN1
2966,RAB7A
2967,ACAD9
2968,EFCC1
2969,ISY1
2970,CNBP
2971,COPG1
2972,HMCES
2973,H1-10
2974,IFT122
2975,MBD4
2976,PLXND1
2977,TMCC1
2978,COL6A5
2979,PIK3R4
2980,ATP2C1
2981,ASTE1
2982,NEK11
2983,NUDT16
2984,DNAJC13
2985,ACAD11
2986,ACKR4
2987,UBA5
2988,NPHP3
2989,TMEM108
2990,CDV3
2991,TOPBP1
2992,TF
2993,SRPRB
2994,RAB6B
2995,SLCO2A1
2996,RYK
2997,AMOTL2
2998,ANAPC13
2999,CEP63
3000,EPHB1
3001,PPP2R3A
3002,MSL2
3003,PCCB
3004,STAG1
3005,SLC35G2
3006,NCK1
3007,IL20RB
3008,SOX14
3009,CLDN18
3010,DZIP1L
3011,DBR1
3012,ARMC8
3013,MRAS
3014,ESYT3
3015,CEP70
3016,FAIM
3017,PIK3CB
3018,COPB2
3019,RBP2
3020,RBP1
3021,NMNAT3
3022,CLSTN2
3023,SLC25A36
3024,SPSB4
3025,PXYLP1
3026,ZBTB38
3027,RASA2
3028,RNF7
3029,ATP1B3
3030,TFDP2
3031,GK5
3032,XRN1
3033,ATR
3034,PLS1
3035,TRPC1
3036,PCOLCE2
3037,U2SURP
3038,CHST2
3039,SLC9A9
3040,DIPK2A
3041,PLOD2
3042,PLSCR4
3043,PLSCR2
3044,PLSCR1
3045,CPB1
3046,CPA3
3047,GYG1
3048,HLTF
3049,HPS3
3050,CP
3051,TM4SF18
3052,TM4SF1
3053,TM4SF4
3054,WWTR1
3055,COMMD2
3056,RNF13
3057,PFN2
3058,TSC22D2
3059,SERP1
3060,EIF2A
3061,SELENOT
3062,SIAH2
3063,MED12L
3064,GPR171
3065,P2RY14
3066,P2RY13
3067,P2RY12
3068,AADAC
3069,SUCNR1
3070,MBNL1
3071,P2RY1
3072,RAP2B
3073,ARHGEF26
3074,DHX36
3075,MME
3076,PLCH1
3077,C3orf33
3078,SLC33A1
3079,GMPS
3080,KCNAB1
3081,SSR3
3082,TIPARP
3083,CCNL1
3084,VEPH1
3085,PTX3
3086,RSRC1
3087,MLF1
3088,GFM1
3089,LXN
3090,RARRES1
3091,MFSD1
3092,IL12A
3093,C3orf80
3094,IFT80
3095,SMC4
3096,TRIM59
3097,KPNA4
3098,ARL14
3099,PPM1L
3100,B3GALNT1
3101,NMD3
3102,SPTSSB
3103,SI
3104,BCHE
3105,PDCD10
3106,SERPINI1
3107,GOLIM4
3108,MECOM
3109,TERC
3110,ACTRT3
3111,MYNN
3112,LRRC34
3113,LRRIQ4
3114,LRRC31
3115,SEC62
3116,GPR160
3117,PHC3
3118,PRKCI
3119,SKIL
3120,CLDN11
3121,SLC7A14
3122,EIF5A2
3123,TNIK
3124,PLD1
3125,FNDC3B
3126,TNFSF10
3127,NCEH1
3128,ECT2
3129,NAALADL2
3130,TBL1XR1
3131,ZMAT3
3132,PIK3CA
3133,KCNMB3
3134,ZNF639
3135,MFN1
3136,GNB4
3137,ACTL6A
3138,NDUFB5
3139,USP13
3140,TTC14
3141,FXR1
3142,SOX2
3143,ATP11B
3144,DCUN1D1
3145,MCCC1
3146,LAMP3
3147,MCF2L2
3148,B3GNT5
3149,KLHL6
3150,KLHL24
3151,YEATS2
3152,MAP6D1
3153,PARL
3154,ABCC5
3155,HTR3C
3156,HTR3E
3157,EIF2B5
3158,DVL3
3159,AP2M1
3160,ABCF3
3161,VWA5B2
3162,ALG3
3163,EEF1AKMT4
3164,CAMK2N2
3165,PSMD2
3166,EIF4G1
3167,FAM131A
3168,CLCN2
3169,POLR2H
3170,CHRD
3171,EPHB3
3172,MAGEF1
3173,VPS8
3174,C3orf70
3175,EHHADH
3176,MAP3K13
3177,TMEM41A
3178,LIPH
3179,SENP2
3180,IGF2BP2
3181,TRA2B
3182,ETV5
3183,DGKG
3184,CRYGS
3185,TBCCD1
3186,DNAJB11
3187,KNG1
3188,EIF4A2
3189,RFC4
3190,ADIPOQ
3191,ST6GAL1
3192,MASP1
3193,RTP4
3194,SST
3195,BCL6
3196,LPP
3197,TPRG1
3198,P3H2
3199,CLDN1
3200,CLDN16
3201,IL1RAP
3202,UTS2B
3203,CCDC50
3204,MB21D2
3205,ATP13A4
3206,OPA1
3207,HES1
3208,LRRC15
3209,ATP13A3
3210,TMEM44
3211,LSG1
3212,FAM43A
3213,XXYLT1
3214,ACAP2
3215,APOD
3216,MUC20
3217,MUC4
3218,TNK2
3219,TFRC
3220,SLC51A
3221,PCYT1A
3222,TM4SF19
3223,UBXN7
3224,RNF168
3225,WDR53
